Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
12.686681873261964,2.3569923069452243,0.5798171084317918,2.3314098957286036,5.829795346398177,19.22850970634584,Si,Si,Small,Center,1,1,12,36040
13.380110880715257,2.966846549623469,1.5676583873604977,1.13281971458229,10.505362508450954,19.208326321592644,Si,Si,Small,Center,1,1,67,36040
9.699822728929204,0.594781444878806,1.5518655477770142,2.998903446472022,1.8250114250517702,23.036277108918323,Si,Si,Small,Center,1,1,111,36040
10.055626698680983,1.6125608291499043,0.837940796248847,0.7592022902352322,5.692778307317575,7.397227403749919,Si,Si,Small,Center,1,1,141,36040
10.114791055917117,2.4744554847923057,2.5707678198732347,1.2591635898197089,3.797129392425857,16.667919911318002,Si,Si,Small,Center,1,1,187,36040
12.011137553116761,1.7095924056349805,2.244711819917225,2.5263230989664565,8.489053806594221,7.136502437369135,Si,Si,Small,Center,1,1,251,36040
12.089087323170356,1.5828948318001843,0.6878210622380065,0.8900989014389822,5.069844434757124,29.440208069842637,Si,Si,Small,Center,1,1,311,36040
11.355869588582468,2.9233194039768966,1.484884862317858,0.632600066336617,5.0513107044375225,26.84509965149005,Si,Si,Small,Center,2,2,123,36040
10.19753813118012,2.790192980951169,2.531484654466706,2.4586305717975327,4.578256393560553,8.205342037685998,Si,Si,Small,Center,2,2,139,36040
13.023810729313062,0.6180710903034218,1.466067893381793,1.9452093264708474,3.247945181807113,12.882508086391496,Si,Si,Small,Center,2,2,154,36040
10.463563783140048,2.067183457303111,0.6635301193405709,2.1634208770845054,4.405442835452915,19.542436667773135,Si,Si,Small,Center,2,2,172,36040
13.404494095378517,2.186649577082628,1.8334270169985687,0.9332662104734252,6.9371172877674825,6.890667861093064,Si,Si,Small,Center,2,2,277,36040
10.774237321059559,0.6573715481112381,2.578751613610495,1.4143663335078143,11.493133995955647,28.09611747300257,Si,Si,Small,Center,2,2,318,36040
14.816038519545653,1.8119500613180677,2.083760349736049,2.0387987899565077,9.362613561683435,21.082641563203964,Si,Si,Small,Center,2,2,328,36040
11.58080267992489,2.1101553658964707,0.9165596073663824,1.6286377401294578,11.889333561634398,26.129431477696407,Si,Si,Small,DSF,1,3,1,36040
15.736767169697508,2.7646297119043455,1.804085821410349,0.831189064392983,4.936102490093321,11.622546350137455,Si,Si,Small,DSF,1,3,23,36040
11.854360062180731,2.179394551681463,2.38950440265254,2.476648723394261,4.532984435587799,14.161388224376504,Si,Si,Small,DSF,1,3,98,36040
8.305511001744408,1.0368757175608834,1.7459315312968295,2.1226250671394085,6.406113400679842,26.472426757263325,Si,Si,Small,DSF,1,3,130,36040
14.198904922537839,0.9997503638371613,2.0747102539040876,2.8913088973730585,10.806801201384022,9.482761519596707,Si,Si,Small,DSF,1,3,132,36040
9.951145386023109,2.2932598396459554,0.7116264485219619,1.0515970647758968,8.050992323461323,5.648991028667,Si,Si,Small,DSF,1,3,202,36040
13.958252221872591,0.716043095594953,1.6052358780249676,0.588889359530136,6.741734166920651,21.260687360649055,Si,Si,Small,DSF,1,3,252,36040
15.802330251408291,2.7004592240418384,0.8570857638478481,1.3861966407040407,6.115391231464038,24.643827167375893,Si,Si,Small,DSF,2,4,18,36040
10.984171520497913,2.2333418295122365,1.6281789178509256,1.882166690810778,4.818419014631589,11.263513531674533,Si,Si,Small,DSF,2,4,118,36040
15.0458003527737,0.8635167121793033,0.6192844304463416,2.003771127507638,11.283669281486253,24.984636078678513,Si,Si,Small,DSF,2,4,129,36040
