Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
9.60485394178527,2.976619413130695,1.1191430508819928,2.8049542945463988,3.9647835634683952,14.039896328378294,Si,Si,1,1,8,7160
9.84895710846437,1.57819500344105,0.7859523520823424,1.8141211491494902,7.762336308465174,19.633461292896154,Si,Si,1,1,18,7160
10.954764102628861,1.2278288696240645,0.9580169486437602,2.8634468742990262,1.5273717867508294,17.51576553607245,Si,Si,1,1,21,7160
10.477182822763538,1.4639434049960323,2.2597114847114037,2.6696582372243274,4.284436670233914,29.15409575047059,Si,Si,1,1,26,7160
15.518073800784315,1.0184978533904125,0.7115384756448375,2.0741173144844893,7.101351676849437,23.559205368558604,Si,Si,1,1,31,7160
12.661280931300713,2.2778984279675427,2.355157904543633,2.020711806144623,10.520737850456753,16.560351388705566,Si,Si,1,1,37,7160
11.345555811298237,0.6344272334520866,2.38977141713893,1.49461990526164,8.97683180654628,24.185793707765328,Si,Si,1,1,50,7160
12.859338564473116,0.5845914015865624,1.671953468957471,1.9829508686175428,10.204503701634849,23.869483653854598,Si,Si,2,2,7,7160
15.670179557542703,1.2710570430160368,2.8640743086688314,0.9049632191710428,3.5749054501978836,25.462497207936053,Si,Si,2,2,15,7160
12.841689478184634,2.7206924496364255,0.8964626259248092,0.8012568593912189,11.084968831460218,25.35088871044764,Si,Si,2,2,25,7160
8.286476907596139,1.0412000203534029,1.5362158967965736,1.5282105520481704,1.7524302974768666,26.898863810078893,Si,Si,2,2,34,7160
13.435540102561085,1.5242380390371708,1.857081069555119,2.7130399419206666,1.9561719507569424,19.04137683721191,Si,Si,2,2,38,7160
13.184893874148502,1.748438752369825,0.8261230434638955,1.387061625790529,3.929212750214525,26.33087927868907,Si,Si,2,2,43,7160
8.596400820202255,1.9825713744092948,2.539652943609439,1.0320816504310653,6.9284825023151,14.41504142221806,Si,Si,2,2,53,7160
10.853877379831918,2.568626497422145,1.413709561397801,2.188845379330756,11.882600356172336,25.845900878244343,Si,Aerogel,1,3,5,7160
8.180786377052096,0.7789124980567503,1.6431989319870615,1.0369636402615812,10.281972090181238,18.79394527188833,Si,Aerogel,1,3,14,7160
12.089481237415324,0.5104185515172788,2.0403571986509283,2.756613124504222,2.0557549628453535,17.02194451789287,Si,Aerogel,1,3,24,7160
14.603850915708911,1.7050442088064304,0.6090906233075026,1.2838987932785793,8.402471317308075,21.096144014406555,Si,Aerogel,1,3,48,7160
9.389099450264442,2.1621156716651457,2.736673818733182,0.5533717251175836,5.234164277840026,29.90332184352646,Si,Aerogel,1,3,49,7160
11.580753886857377,1.5313261554915296,2.183394923670399,2.5472836809165678,3.2348514902073315,27.684150507628434,Si,Aerogel,1,3,52,7160
9.886602044464178,2.550052255180252,0.7296716543946334,1.2032036531433348,3.4724430240916506,19.273660074052735,Si,Aerogel,1,3,55,7160
14.211168693236363,1.0997422639694654,1.5250794476359875,2.451983546976807,9.613406678565832,21.272400892953087,Si,Aerogel,2,4,11,7160
15.19175120797306,2.8151695250749804,0.9182980470403459,1.62477583880571,2.831834223428984,20.40108274853516,Si,Aerogel,2,4,17,7160
11.19780474337625,2.8477050078674058,1.2935756568702714,2.5977146577281176,7.4559663937208525,16.021129510566844,Si,Aerogel,2,4,36,7160
8.567519824789834,1.6482450134312978,1.7651324278382905,0.7562173607519539,5.405538450321314,22.452073110435528,Si,Aerogel,2,4,47,7160
12.550912834308384,2.9348956964252735,1.9843685732825622,1.601532050685463,9.693108974925044,28.837758261056482,Si,Aerogel,2,4,51,7160
13.07226449696305,1.3271294246615066,2.8085406622135882,1.702473659990775,4.58412738110645,20.04118080488601,Si,Aerogel,2,4,54,7160
14.822630747769038,1.3867827527747756,2.6339629202601964,0.6450816963072564,10.94668586495087,26.071805458482352,Si,Aerogel,2,4,56,7160
9.230118698607088,1.1740670346444273,1.6068324241470837,2.624752875617106,8.259817063835097,17.334208285171595,Aerogel,Si,1,5,2,7160
11.933820230408193,2.431577049403346,1.4504746466197005,0.54461427355335,9.214542029002446,17.733571599514807,Aerogel,Si,1,5,4,7160
8.807716203664619,2.021722693360485,2.954082788423746,1.306715358344503,6.299497444196406,22.992045217941865,Aerogel,Si,1,5,13,7160
10.091343182152142,0.6314483873162031,2.092273528233469,2.9423333478074256,4.375923796792946,28.418459554241018,Aerogel,Si,1,5,33,7160
13.65157779364921,1.4014635834885936,1.3605773338064593,1.7880354518302395,2.638939783483444,15.757244321536994,Aerogel,Si,1,5,39,7160
13.805859746574956,1.8285192922453675,2.467549139049722,1.7271692447160396,1.148180869516696,27.71751427757058,Aerogel,Si,1,5,41,7160
13.987631506158925,1.9073118684879566,0.6362233339581808,2.9716548416786495,5.759255025617279,28.13444853467589,Aerogel,Si,1,5,44,7160
14.023731678447277,2.3693170133713144,1.06095798705369,0.7185089576910112,8.540557983418697,21.616839679016266,Aerogel,Si,2,6,3,7160
8.884657008901563,2.6865323739626783,2.907997887180686,1.9428860350299852,2.3908488751284276,23.158193792436855,Aerogel,Si,2,6,10,7160
10.665792706871873,0.9018006885121632,2.6608449239763075,0.8848507388436399,1.2523929646653962,19.933282086961093,Aerogel,Si,2,6,22,7160
12.238506123999077,0.7198737397227882,2.2052790760491274,0.6166987953718237,9.389910140367846,15.249461136572059,Aerogel,Si,2,6,23,7160
14.479190175487966,2.285843255836149,1.1281580393182766,2.3102015397541913,3.0724509717038035,26.778562580170327,Aerogel,Si,2,6,27,7160
14.397797519768154,1.9343229712479229,1.8361153249744482,2.1400407094665255,6.537380993101132,14.613504064512693,Aerogel,Si,2,6,29,7160
10.366539930208315,1.8573492779740617,1.3103448281210106,2.246739411190926,9.898637345976658,22.165144672058204,Aerogel,Si,2,6,40,7160
11.05015752028794,0.88830832643435,0.5597143484909664,2.2090512287990784,8.001857555576613,27.312884920468576,Aerogel,Aerogel,1,7,6,7160
15.841672569368487,2.61123324778697,2.3277596904710873,2.3934505360353864,11.486734822327458,29.133513184987322,Aerogel,Aerogel,1,7,9,7160
12.397870107803024,0.8272243412720077,2.452175815060701,1.4412158336596181,10.668685513851681,18.2609750674564,Aerogel,Aerogel,1,7,16,7160
9.073301704483757,2.751293441275338,1.7406267155100128,1.85355629997556,2.288669785121728,18.419742680596958,Aerogel,Aerogel,1,7,19,7160
15.008698069243954,2.074135541998694,1.9696935340058772,2.8688243470122936,5.000867414803337,14.965794262491633,Aerogel,Aerogel,1,7,20,7160
8.111117066620551,2.107611584281668,2.708924459868741,1.8871917159122087,8.802553288762226,22.646091970322615,Aerogel,Aerogel,1,7,28,7160
13.298979037713417,2.2250008207852243,0.9948400605214185,0.9480608684457494,6.404955868239385,20.71441451413378,Aerogel,Aerogel,1,7,42,7160
11.814131190643241,2.4642979272473546,0.5250776341749397,1.129166004337712,11.222757780413614,16.749618732445324,Aerogel,Aerogel,2,8,1,7160
9.543518468832717,0.7623192673578743,2.1343196410509346,2.468551364101045,6.706824011403048,24.802729570655444,Aerogel,Aerogel,2,8,12,7160
15.902296047528612,1.1580551651062623,1.1758743672345155,1.2355503277690199,4.832949729678701,15.559294404653718,Aerogel,Aerogel,2,8,30,7160
