Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
9.546222580352952,2.6828602575906473,2.239881325135082,1.1569560396618002,5.905349199132415,29.767608397645418,Si,Si,1,1,7,63461
12.853590300657117,2.620536110758251,2.5449454881459155,2.768922353856098,2.089787018886722,24.624822824379883,Si,Si,1,1,12,63461
15.384916104239764,1.5861142027534656,1.7056500362396918,2.576612558977299,7.9125232298513115,26.841964266816234,Si,Si,1,1,13,63461
10.222491522868795,0.7276063720233076,0.8191547485942625,1.3799857535134579,6.5159139997994835,28.06994667568694,Si,Si,1,1,15,63461
15.754126133735646,0.7159829409107092,0.6559140253876566,1.768882462836223,7.187215337956745,15.706746623641576,Si,Si,1,1,21,63461
12.297210032096237,1.869052122255077,1.2425612984701235,1.2938856639523872,1.7337752060926148,15.172357741540948,Si,Si,1,1,43,63461
13.806739528792715,1.080940868733696,2.079356480633389,0.6856285577257273,10.742161993456108,25.21275053359969,Si,Si,1,1,48,63461
10.632258871270523,0.972824185938634,2.061345762966559,2.1179472650196085,1.5097733618301854,27.020724049945677,Si,Si,2,2,5,63461
15.932961111900768,2.5482760270760747,1.4683978561093063,2.9332266439885792,9.348933232604555,22.160325664555124,Si,Si,2,2,22,63461
10.363677462642965,1.4861697228399149,2.6625192055653013,2.070906043699314,10.919400857390986,20.80374459582633,Si,Si,2,2,25,63461
9.333477835864786,1.3084133309350703,1.0312649306792498,1.9027676503282946,5.6672118010653225,17.18270141541294,Si,Si,2,2,37,63461
13.616511470170668,2.587539615168787,0.6105195141166756,0.5625212812000843,4.610610921335786,19.724006657741185,Si,Si,2,2,44,63461
13.989923634529248,2.954719444595142,2.9352132319047772,1.3174468188850628,3.3719903713564596,17.943512121127718,Si,Si,2,2,49,63461
11.639335971141989,1.6580630434593355,1.3391761643022069,2.0181939259570747,11.577815606493818,29.456643887487747,Si,Si,2,2,53,63461
12.091041695944817,1.0372504718293336,1.9068949165152025,1.5136239908354652,5.396444182722685,29.210200493256707,Si,Aerogel,1,3,1,63461
15.164511827036135,2.7969866355820474,2.8140725814437273,1.0274351125203904,8.619327220303209,24.026581921463297,Si,Aerogel,1,3,6,63461
8.227346325386137,2.3747228928805826,2.430153942599786,1.6923539833579626,11.755324947720828,18.388858363746724,Si,Aerogel,1,3,9,63461
9.663556337683358,2.84162654621132,1.751850625234163,1.1903097874275101,1.3262535176490948,23.75815831507982,Si,Aerogel,1,3,14,63461
8.510413926751818,1.9612009227158014,0.7142815080120307,1.5703452766022297,6.88057369744666,23.415042424902097,Si,Aerogel,1,3,30,63461
11.357572636393613,0.5069227944775122,2.269773084615178,2.549160053789844,7.524605397100866,18.9380898674372,Si,Aerogel,1,3,51,63461
14.566092793016109,1.9965920188631077,0.9495665756403313,1.7172093402282982,4.363641066933747,17.5801928562367,Si,Aerogel,1,3,55,63461
13.357113580486157,2.1949613615019237,0.9426510620490942,0.8483788696534208,9.938178750617842,21.896358133626336,Si,Aerogel,2,4,3,63461
8.397687627655035,1.9258578570066773,1.578066650311706,2.417503805881802,11.972836176123177,14.84212419784654,Si,Aerogel,2,4,11,63461
8.88269753248778,2.2952258352021477,1.9696763167103668,2.7215528969274763,7.443869365828852,27.62979289898215,Si,Aerogel,2,4,23,63461
10.47993351576795,0.929649900488347,2.6332781097926414,0.9856489613842566,8.819277440813881,22.755685360572013,Si,Aerogel,2,4,34,63461
15.676838613165962,1.39378095060452,1.5074492145617595,1.642609024051827,4.025855949106626,24.317362088146936,Si,Aerogel,2,4,36,63461
14.24702665328676,2.9589526905580708,2.1351135903405285,2.671307117113891,3.0094455029931315,18.11311551457423,Si,Aerogel,2,4,38,63461
10.987323085571507,1.4743169618919938,0.7350176402764237,2.8861090862932652,2.286166572130479,23.545375656238846,Si,Aerogel,2,4,40,63461
11.55674595899848,1.2373932783750483,2.984356317297464,1.4591561865281,2.573154138292143,16.88568518678105,Aerogel,Si,1,5,2,63461
11.054299690999976,0.6766518875412979,0.5511546701081254,0.7576312685262675,8.358289534783186,20.278326255311683,Aerogel,Si,1,5,16,63461
13.521175614322374,2.7016629169456836,1.0729917427626083,2.189525390557129,5.039718399754827,16.671896971213275,Aerogel,Si,1,5,29,63461
9.73039500757126,2.48779644724171,1.8011890988674122,0.5161626044899724,9.53259415098988,15.088668866096958,Aerogel,Si,1,5,32,63461
13.17204810700298,1.562184377462668,1.6458217477887989,2.961911234298463,10.25858648782561,21.02062998054086,Aerogel,Si,1,5,39,63461
14.04214747333394,0.5564591424044052,1.975574959004151,1.4330437366073758,9.650404632076143,27.392572561853576,Aerogel,Si,1,5,41,63461
14.405877345638169,1.7893807924572906,2.9081611769866735,2.7787474962009617,6.094978346149208,25.971010159021077,Aerogel,Si,1,5,45,63461
12.51905933716698,2.138682554270586,1.551384668854001,1.9301051408657912,2.3903316027158232,28.327764982707617,Aerogel,Si,2,6,10,63461
14.914398881114064,1.3865833119956117,1.1779274925049905,2.2763462199101006,2.8645907868041176,16.031210197720817,Aerogel,Si,2,6,27,63461
11.935880080475616,2.4032532446541284,2.373336923935203,0.8779597516718218,10.111739229668887,15.92970338349129,Aerogel,Si,2,6,31,63461
11.23234528215885,2.4353382823127254,1.2818762319471686,2.371088934212337,7.873232152960553,21.471438262913622,Aerogel,Si,2,6,46,63461
8.018854934371783,1.1480629721345024,1.1212917045598239,1.8475297549376732,1.9579793089913893,19.405396854455734,Aerogel,Si,2,6,47,63461
14.58381875415325,0.8232501729925106,2.1930406253769315,2.8324160302386705,7.05790463533637,28.878268426583634,Aerogel,Si,2,6,50,63461
12.166610493650776,0.8813031568760944,2.5548570379669435,1.2454460044973212,1.0018627247650609,24.921287247020558,Aerogel,Si,2,6,54,63461
9.02545371137312,0.6022081938404851,1.414629918061825,0.6595511998639882,11.039438645213542,22.408358108523196,Aerogel,Aerogel,1,7,4,63461
14.782197623738906,2.775223035827973,0.5358106092548656,1.8128447098875289,10.55842153744304,14.531574114479191,Aerogel,Aerogel,1,7,8,63461
10.01182097043343,1.6724477661075505,2.6891251161162613,2.3063009398198826,3.2716061014752507,19.44272102956601,Aerogel,Aerogel,1,7,17,63461
13.05089480135867,2.0492982172920637,1.1515809779584036,1.5727633433251806,5.183125722686432,27.913348284692987,Aerogel,Aerogel,1,7,24,63461
15.446347871164114,2.2246095075149315,2.506456132337346,1.9788652732817948,6.3380208804558995,16.38910569375488,Aerogel,Aerogel,1,7,26,63461
8.72405956123208,2.1023318567710456,0.8695339758527039,2.611329296757358,11.308655814620362,20.388038819039856,Aerogel,Aerogel,1,7,35,63461
9.870928968492127,1.7330560014449785,2.7563117026459434,0.6089748764449955,9.037552575955528,23.085872996033856,Aerogel,Aerogel,1,7,56,63461
15.00172623719875,1.7998838156581978,1.699186405150474,0.9198031496447245,4.308734266121123,28.83775436082591,Aerogel,Aerogel,2,8,18,63461
12.91744188273156,1.0068771019435294,2.401972134945959,2.2048245820389787,6.13312149468985,14.252977685760776,Aerogel,Aerogel,2,8,19,63461
12.602832991062195,2.9006749628241466,1.3888055824122871,2.4295781687055724,8.074675605593164,26.500208646088836,Aerogel,Aerogel,2,8,20,63461
9.184118123343751,1.1965897435120816,2.8283518141307917,0.7882426865218348,9.106561109792962,25.620956121911817,Aerogel,Aerogel,2,8,28,63461
8.660562242244888,1.2686087180587555,0.8106772457555714,1.0495221481501569,4.816900874600322,21.171406454746887,Aerogel,Aerogel,2,8,33,63461
10.784653893138021,0.811241753575516,1.8765756135101384,2.4720443826144707,3.893327838675882,26.1460764499044,Aerogel,Aerogel,2,8,42,63461
11.825989859057529,2.272008024888511,2.2927257380002493,1.0862000204252222,3.6791242483535345,18.66642644671584,Aerogel,Aerogel,2,8,52,63461
