Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
8.685626917652941,1.1413324064494477,2.814784321814153,1.0722623102891444,9.181479930300227,22.45535687486801,Si,Si,1,1,7,13217
10.713576522997947,1.4639500327117836,2.7614942929119994,2.9427336890912614,6.016908506951435,28.113639254507923,Si,Si,1,1,12,13217
8.340331165267656,2.098827956074005,1.1479831797894946,0.7028043081182571,1.9930946803710254,20.91427084170852,Si,Si,1,1,14,13217
11.86336025008075,2.6966485699657863,2.0487222551513513,1.3289429324927546,4.887322679766105,17.374519201474396,Si,Si,1,1,24,13217
14.944696075453091,1.6467605130330747,1.7340253274383612,1.9943017225202069,8.07903200400312,24.284341807260095,Si,Si,1,1,32,13217
10.526619308665978,1.3402617089786635,1.569160592029264,0.6137907156322024,5.900471245198547,29.553809919117782,Si,Si,1,1,44,13217
14.192013050765057,1.1921381401812916,2.5768134772294307,2.093155305952611,1.5061807894141277,14.541997150126303,Si,Si,1,1,52,13217
15.774511765607581,1.664859007802319,2.9126793219435045,1.1161841486412722,7.1627690316924815,14.02301256188001,Si,Si,2,2,1,13217
12.064176195949733,2.2092611277195298,2.506109733755476,1.3832600475953596,2.9898587997123567,25.485237633403443,Si,Si,2,2,2,13217
13.164844275048727,1.492902910026038,1.459666487269499,1.4008032095652974,10.780482069234996,28.505005256985243,Si,Si,2,2,6,13217
11.006322754711078,2.4412500224104634,1.9071910113688368,2.514190907253131,8.819158987083973,20.283928175773205,Si,Si,2,2,11,13217
12.73679493773773,0.5576402081627959,2.416401359730105,2.3676620003507667,2.5144418530808013,25.312089349039855,Si,Si,2,2,19,13217
9.958447702582097,2.5657855036038093,1.623344031629199,0.5380620654882478,9.549750837657326,15.048026140673533,Si,Si,2,2,23,13217
8.24586681857538,2.7329164329606312,1.3792959332596408,1.0355063780900642,4.548405599103383,27.476674327136276,Si,Si,2,2,40,13217
8.44951977969256,1.7236089782736972,1.1969137623868207,0.7836525640273801,11.959826041073255,27.353939155551554,Si,Aerogel,1,3,13,13217
