Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
11.11555636224869,0.664183580539756,2.5099583143941686,1.2614919354549654,2.053489247335081,13.029150360012437,Si,Si,Small,Center,1,1,17,90226
14.683572975252744,2.1207686958922407,0.7076843165152359,1.3877729854442182,6.333539921985439,6.6244750949646525,Si,Si,Small,Center,1,1,57,90226
9.49814885667745,1.5304187586729237,2.527446624790447,2.8631156547934236,9.085895631106915,9.840660689687333,Si,Si,Small,Center,1,1,89,90226
10.889138801638325,2.10796227182746,1.2231813922142911,2.6029552428269835,2.6691573381622655,16.946005542572507,Si,Si,Small,Center,1,1,169,90226
9.191020058088242,2.9344433747198004,1.5554727479316603,1.2844415789720334,9.788373410584853,13.305454240665433,Si,Si,Small,Center,1,1,171,90226
14.397045264727204,2.236206842041366,2.282664844114402,2.3934021327400474,10.919292915544982,18.979536001245364,Si,Si,Small,Center,1,1,211,90226
13.845038095181007,1.769761544738675,1.2690448455925347,0.7737106793555033,7.829956241874293,24.63756452370388,Si,Si,Small,Center,1,1,242,90226
13.423401043820778,1.0332751060162053,2.954256693795182,1.7673579571020286,3.2370033211082987,7.250638091241864,Si,Si,Small,Center,2,2,5,90226
8.846440016087382,0.5026441076613686,1.3231267781164495,1.708236162473035,8.406210205822514,27.552143796217592,Si,Si,Small,Center,2,2,60,90226
14.48560337695239,0.6361844273979071,1.1520453102821342,1.487158529055473,6.942255136030813,7.343865599750384,Si,Si,Small,Center,2,2,98,90226
10.641799427515219,2.2679631539872727,1.5606596576765301,0.5007031812063341,4.4651623676963705,18.99539728602276,Si,Si,Small,Center,2,2,119,90226
10.678475073573779,2.7717840999973546,2.2369598066633696,2.5750394073787044,9.555278141895707,17.93289944086839,Si,Si,Small,Center,2,2,151,90226
13.242275692660572,0.8635022132143048,1.6973332087098563,2.981248969936247,3.8340722788855657,21.412811429659765,Si,Si,Small,Center,2,2,270,90226
12.890128422142196,1.7192344970266067,1.0439498716304882,0.8534801011198109,11.912874254819041,23.856519921216833,Si,Si,Small,Center,2,2,308,90226
