Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,,
1,10.7259286,Si1,1.053354999,PU,2.838396469,1.233265381,0,360.2338732,284.8967852,0.002330984,0.055203815,991.777179,193.2,82.3,Itr_7,
2,10.58497393,Si1,1.203193646,PU,2.303839371,0.928335897,0,351.8519299,320.8520094,0.002299268,0.055341219,964.4070009,186,82.3,,
3,8.915445738,Si1,1.416715016,PU,2.439425496,0.814823221,0,318.9446982,283.4693717,0.000213736,0.055321976,825.8973772,176.8,75,,
4,10.47135777,Si1,1.172157031,PU,2.41710613,1.343814337,1,353.8265793,612.6093,0.000757902,0.02652657,967.0293795,181,81.8,,
5,8.779365057,Si1,1.408685599,PU,2.627502445,0.902708195,0,317.7100288,282.4770477,0.000210334,0.055303787,819.8983228,177,74.5,,
6,8.505471178,Si1,1.428222781,PU,2.621745598,0.769417225,0,312.428644,282.6727073,0.000203487,0.055424198,801.2501676,173.4,73.8,,
7,8.515256571,Si1,1.434159964,PU,2.27258893,1.072107471,0,316.0028412,283.0586195,0.000203732,0.055457484,798.4599287,171.9,73.8,,
8,8.878318252,Si1,1.329234301,Si1,1.792260656,1.599449391,1,327.2003173,588.7012144,0.000212808,0.041923176,835.5482686,174.000001,75.5,,
9,15.02318617,Si1,0.980430757,PU,2.595102463,2.363776672,0,423.6334708,283.8761508,0.00036643,0.055232231,1313.006201,247.8,98.4,,
10,15.26823416,Si1,1.037588939,PU,2.08035474,2.132568155,1,425.3453274,823.0395492,0.005588336,0.02719657,1357.275412,226.000001,98.3,,
11,13.55547571,Si1,1.222507141,Si1,1.225656791,1.180724894,1,397.18294,819.1930564,0.047811865,0.035941333,1146.234909,204.000001,87.9,,
12,13.32329935,Si1,1.121678322,Si1,1.504883555,1.589377483,0,398.2473763,284.6857766,-0.000323932,0.05528426,1204.491747,216.2,92.8,,
13,15.96007833,Si1,0.943168992,Si1,1.678329184,0.512505813,0,426.5300513,281.0729357,-0.000389852,0.05503964,1402.0402,234.1,102.3,,
14,13.97991519,Si1,0.960052693,PU,2.875245206,1.842322884,1,410.1406866,829.2875357,-0.035055844,0.029610276,1226.467227,218.000001,94.3,,
15,11.92889038,Si1,0.795902742,Si1,2.825672635,2.335557432,0,384.979147,282.7719893,0.000289072,0.055211864,1071.837244,209.1,84.9,,
16,9.984331748,Si1,1.216312983,PU,2.517324343,2.300818584,0,351.0946793,284.0806876,-0.001683208,0.055402699,927.4231178,189.9,80.2,,
17,15.15484558,Si1,1.133281752,PU,1.77851066,2.203942285,0,423.0338207,283.4984613,0.000369721,0.055109373,1362.220423,244.9,100.7,,
18,11.9143147,Si1,1.045291255,PU,2.255878155,2.329520884,0,384.0811568,323.5714485,-0.000288708,0.055177248,1106.768385,202,85.7,,
19,8.453771432,Si1,0.519461751,Si1,1.130929037,2.458920092,1,409.7895666,544.7070597,0.000202194,0.007885576,953.2726376,76.000001,63.2,,
20,12.25382311,Si1,2.128086768,PU,2.012521472,0.536322795,0,325.3279815,259.47661,0.001485978,0.055389188,918.4418189,215.3,89.8,,
