Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
10.349037314787129,2.5489989785514764,2.8841927734356574,1.1875119169568833,9.530851177586513,17.71989771374766,Si,Si,Small,Center,1,1,40,37263
14.5560243570687,1.5815458866988523,1.9284483557205938,2.3715927265076595,5.272768540961897,24.817524710052293,Si,Si,Small,Center,1,1,47,37263
8.39554731983862,2.015260481264743,1.4911848176612246,2.871293571358174,8.567700020937322,23.242757086839053,Si,Si,Small,Center,1,1,75,37263
15.831717028106013,2.0779161464369764,1.5705990117800503,0.5182414446387361,2.0540681202927282,19.63322253169546,Si,Si,Small,Center,1,1,83,37263
12.216073401914496,0.6718339899640452,2.4586815575665324,1.870917065664886,6.8175277401598855,9.581729872432206,Si,Si,Small,Center,1,1,115,37263
13.502502394810943,2.1099479577800127,0.9344504660088084,2.432179532957589,2.698006930066291,5.859647632373388,Si,Si,Small,Center,1,1,192,37263
10.766900364184718,1.1870786534818787,0.9166728674828251,1.3616444816849975,10.384131867139272,16.612194647496395,Si,Si,Small,Center,1,1,221,37263
13.872883939069105,0.8798108491699327,2.0572425153290492,2.22886615884848,5.5243886347838576,20.661794457665955,Si,Si,Small,Center,2,2,55,37263
14.794391135410985,1.3348464806880513,2.6855678092619715,2.455874991952703,11.669550924332228,25.005733358594195,Si,Si,Small,Center,2,2,58,37263
12.071574711828271,1.8508778956562755,0.7093626810385184,1.9111525235439257,8.895464414160994,14.518917436833977,Si,Si,Small,Center,2,2,143,37263
15.475480587745082,2.540456889084074,1.5606452766551409,2.8768664355288807,4.325784971769808,24.901329240908844,Si,Si,Small,Center,2,2,145,37263
9.100558071430186,1.3160150202448524,2.295979040909326,1.5093584289061783,8.324255944223335,18.926602403519848,Si,Si,Small,Center,2,2,159,37263
15.280372792562888,0.7288044117507577,1.0019751678411737,1.2605722509543673,1.4297453258818724,13.340177974888585,Si,Si,Small,Center,2,2,225,37263
13.6272209002469,2.3610004820579413,2.3738309378034415,1.3862339162135326,5.9783333287855225,8.70744936850804,Si,Si,Small,Center,2,2,243,37263
13.084220525815663,0.5431474350210674,2.787639326548772,1.6037722729344484,4.702478165947407,16.932836187078227,Si,Si,Small,DSF,1,3,1,37263
