norm_dist,PU_orig_row,Si1_orig_row,A_Cell_D,Si1_A_Cell_D,delta_A_Cell_D,C_Barrier_Thx,Si1_C_Barrier_Thx,delta_C_Barrier_Thx,E_Barrier_Outer_Thx,Si1_E_Barrier_Outer_Thx,delta_E_Barrier_Outer_Thx,F_ThermalResin_Thx,Si1_F_ThermalResin_Thx,delta_F_ThermalResin_Thx,PU_TP_NoTP,Si1_TP_NoTP,delta_TP_NoTP,PU_MaxT_TB,Si1_MaxT_TB,delta_MaxT_TB,PU_MaxT_Adj,Si1_MaxT_Adj,delta_MaxT_Adj,PU_MaxT_Adj_Y,Si1_MaxT_Adj_Y,delta_MaxT_Adj_Y,PU_MaxT_Adj_Z,Si1_MaxT_Adj_Z,delta_MaxT_Adj_Z,PU_Max_Power,Si1_Max_Power,delta_Max_Power,PU_Time_MaxT,Si1_Time_MaxT,delta_Time_MaxT,PU_Time_Max_Power,Si1_Time_Max_Power,delta_Time_Max_Power,same_class
0.03731328257816562,43,200,8.458299304,8.453771432,-0.004527872000000599,0.587280037,0.519461751,-0.06781828599999995,1.156297886,1.130929037,-0.025368848999999916,2.47490185,2.458920092,-0.015981758000000124,1,1,0.0,407.0448488,409.7895666,2.7447177999999894,540.0458014,544.7070597,4.661258299999986,0.000202308,0.000202194,-1.1400000000000602e-07,0.006271533,0.007885576,0.001614043,949.1164383,953.2726376,4.156199300000026,78.000001,76.000001,-2.0,63.9,63.2,-0.6999999999999957,1
0.04157489983290868,108,82,8.444111575,8.611426682,0.16731510699999852,1.636686375,1.586287918,-0.05039845700000001,1.132331086,1.142178957,0.009847871000000064,1.930296285,1.980463809,0.05016752399999991,0,0,0.0,305.4915674,310.4169969,4.925429500000007,274.5400263,277.4941367,2.9541103999999905,0.00222148,0.000618407,-0.001603073,0.055417527,0.055372191,-4.533599999999999e-05,748.9973737,760.0142628,11.016889099999958,155.2,161.7,6.5,69.0,70.6,1.5999999999999943,1
0.05200120146866411,63,62,15.54644773,15.54531875,-0.0011289800000007233,1.45309986,1.450385014,-0.0027148459999999375,1.2033606,1.212317857,0.008957257000000052,1.395243037,1.291704882,-0.10353815499999985,0,0,0.0,414.6673237,406.8435491,-7.823774599999979,273.9235583,277.5987245,3.6751661999999783,0.000379511,0.000379483,-2.8000000000007186e-08,0.05507481,0.055072776,-2.0340000000049208e-06,1257.002334,1245.255627,-11.746707000000015,226.3,229.6,3.299999999999983,94.5,95.5,1.0,1
0.056807539615362966,99,177,9.953592006,9.849331779,-0.10426022699999926,1.048904121,1.043002734,-0.00590138699999998,2.662986041,2.560076803,-0.10290923800000007,2.469850011,2.491291927,0.021441915999999672,1,0,-1.0,359.0317,351.3845548,-7.647145200000011,902.7628,315.0704531,-587.6923469,-0.001677828,-0.000237083,0.001440745,0.055314321,0.046231234,-0.009083086999999997,949.8326378,920.8615755,-28.971062300000085,168.6,183.6,15.0,79.5,78.7,-0.7999999999999972,0
0.05967339488405752,102,93,10.42070701,10.87335827,0.45265126000000144,1.519686532,1.48521741,-0.03446912199999996,1.195453348,1.210199363,0.014746015000000057,1.717895885,1.720858471,0.0029625859999999893,0,0,0.0,344.7377268,352.6206688,7.882941999999957,319.5508498,283.4211941,-36.1296557,-0.001759574,0.000262684,0.002022258,0.055400453,0.05533182,-6.863300000000544e-05,901.1605721,919.316375,18.155802900000026,173.8,189.0,15.199999999999989,75.8,78.8,3.0,1
0.07046130302993481,150,90,15.19943197,15.36293294,0.1635009700000012,1.112263266,1.05248265,-0.059780616000000064,1.806846237,1.892838562,0.08599232499999987,2.296532992,2.216401087,-0.080131905,0,0,0.0,424.0609228,423.5348944,-0.5260284000000297,284.3463659,282.5693936,-1.7769723000000113,0.000370836,0.000374923,4.087000000000003e-06,0.055191846,0.055119397,-7.24490000000022e-05,1364.023185,1318.304183,-45.719002000000046,246.2,252.4,6.200000000000017,98.8,101.4,2.6000000000000085,1
0.07105603450091905,237,176,9.886665828,9.973421096,0.08675526799999922,1.004740639,0.944506627,-0.060234012,2.965256869,2.928297126,-0.036959743000000156,2.357996429,2.478759423,0.12076299400000012,1,0,-1.0,358.1539767,354.9811372,-3.172839500000009,918.6529335,284.9215153,-633.7314182,-0.00071405,0.00216167,0.00287572,0.041176898,0.055371333,0.014194434999999998,946.254326,930.7750284,-15.479297599999995,182.000001,190.6,8.599998999999997,78.8,79.4,0.6000000000000085,0
0.07437702811063726,112,128,8.964757388,8.529271464,-0.43548592399999997,1.595153751,1.513040413,-0.08211333800000009,1.170572945,1.114374079,-0.0561988659999999,1.489517573,1.483803178,-0.005714395000000039,0,0,0.0,314.6722776,311.5200748,-3.1522027999999978,280.5377608,279.9546561,-0.5831046999999785,-0.000644907,0.000612245,0.001257152,0.055266032,0.055301036,3.50039999999982e-05,788.6226728,762.2272419,-26.395430900000065,161.6,158.4,-3.1999999999999886,71.7,69.7,-2.0,1
0.08009595663577729,182,87,10.7259286,11.08082413,0.3548955300000003,1.053354999,0.959330752,-0.094024247,2.838396469,2.876249383,0.037852914000000126,1.233265381,1.319063545,0.08579816399999984,0,0,0.0,360.2338732,360.881098,0.6472248000000036,284.8967852,283.8289777,-1.067807500000015,0.002330984,0.000267871,-0.002063113,0.055203815,0.055340662,0.0001368469999999955,991.777179,999.6346551,7.857476099999985,193.2,198.8,5.600000000000023,82.3,83.6,1.2999999999999972,1
0.08218687882808678,183,130,10.58497393,10.11914979,-0.4658241400000005,1.203193646,1.128601713,-0.074591933,2.303839371,2.219883545,-0.08395582599999996,0.928335897,0.937430176,0.009094279000000038,0,1,1.0,351.8519299,344.2891161,-7.562813800000015,320.8520094,528.6447161,207.7927067,0.002299268,0.002194459,-0.00010480899999999998,0.055341219,0.032429224,-0.022911994999999998,964.4070009,931.4072318,-32.99976909999998,186.0,173.000001,-12.999999000000003,82.3,80.1,-2.200000000000003,0
0.08320764893201066,117,121,13.99767871,14.45130578,0.4536270699999996,0.918833763,0.915320162,-0.0035136009999999773,2.695386398,2.589303033,-0.10608336499999993,1.351074969,1.399563722,0.048488752999999996,1,0,-1.0,411.5138018,408.1386641,-3.375137699999982,537.5343143,283.1381244,-254.39618990000002,-0.003067128,-0.000352133,0.002714995,0.037146328,0.055216355,0.018070027000000002,1245.098003,1230.282104,-14.815899000000172,185.000001,226.5,41.499999,94.1,96.6,2.5,0
0.08525659652591251,146,134,12.30884734,12.03263349,-0.27621384999999954,1.000491549,0.993864099,-0.006627449999999979,2.479087253,2.429992263,-0.04909498999999995,0.815113543,0.668172287,-0.14694125600000008,0,0,0.0,384.213685,372.2522275,-11.961457499999995,283.5529252,280.826679,-2.7262461999999914,0.001492856,0.001458329,-3.4527000000000125e-05,0.055218549,0.055166588,-5.1960999999996205e-05,1127.77322,1066.157842,-61.615377999999964,198.9,197.9,-1.0,87.1,87.0,-0.09999999999999432,1
0.08688232957669406,78,95,12.02893371,11.89134441,-0.13758930000000014,1.360571341,1.310356643,-0.050214698,1.410126794,1.474922557,0.064795763,1.979542703,1.831767883,-0.14777481999999997,0,0,0.0,376.014388,372.1093429,-3.9050450999999953,279.7620881,280.3158885,0.5538004000000001,-0.000291573,-0.001440668,-0.001149095,0.055157895,0.055410826,0.00025293100000000485,1067.275312,1051.174431,-16.100881000000072,208.3,210.0,1.6999999999999886,88.7,87.6,-1.1000000000000085,1
0.08724147701976444,169,72,9.744257716,10.11422216,0.3699644440000007,1.62249221,1.553123278,-0.06936893200000016,1.156329232,1.106329208,-0.05000002400000003,0.617098996,0.736713214,0.11961421800000005,0,1,1.0,320.4567999,330.9980509,10.541250999999988,283.7133084,895.3526074,611.6392989999999,0.002110109,0.010479337,0.008369228,0.055415867,0.037774353,-0.017641514000000004,835.472317,868.5492916,33.07697459999997,168.1,168.000001,-0.09999899999999684,73.2,75.9,2.700000000000003,0
