A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_Adj
15.34963564,Si2,2.003330789,PU,2.583689628,2.318040757,0,366.8386497
14.34332908,Si2,0.490845892,PU,1.143211399,2.420508113,1,443.8077548
11.64163837,Si2,1.773546878,PU,2.245890145,1.551510056,0,330.6182631
13.35650291,Si2,0.828912908,PU,1.501871034,1.160284803,1,404.5880527
10.2116192,Si2,1.012128031,PU,1.557606798,2.311484935,1,358.5545276
11.75869325,Si2,0.298438762,PU,2.998956581,2.44001307,1,400.4042874
9.138295103,Si2,1.669358447,Si2,2.990418766,2.423722522,0,306.5527153
9.246117339,Si2,0.361006836,Si2,1.298058883,0.736785741,1,418.5883567
14.16627696,Si2,1.465677558,Si2,2.952419618,2.386349787,0,375.0443167
12.32821413,Si2,1.778361247,Si2,2.267739574,0.789856393,0,336.5987596
15.2436584,Si2,0.555878138,Si2,1.768984476,1.828789635,1,442.5459764
13.21918765,Si2,0.430191822,Si2,2.74830114,1.224349687,1,411.4140164
10.60982016,Si2,0.273127681,Si2,2.869401634,2.182236963,1,389.6578046
10.6600977,Si2,0.472286762,Si2,2.075385461,2.219935169,1,389.5775571
11.51949112,Si2,2.070768931,Si2,2.204851272,2.135715952,0,321.3693716
8.484104513,Si2,2.239274545,Si2,2.801671295,0.631867836,0,265.2624785
11.83716332,Si3,1.424746312,PU,2.668224334,2.078645547,0,356.3409416
13.95889953,Si3,1.05624275,PU,2.162068925,1.515823215,0,402.1189241
10.07453349,Si3,0.695796592,PU,1.574776949,2.456949375,1,378.441463
15.67589493,Si3,1.250810094,PU,2.772691804,2.486952382,0,406.6630626
12.81380849,Si3,0.353741239,PU,2.381566852,1.0396576,1,417.6641307
11.66374048,Si3,2.143403329,PU,1.726923981,1.798781154,0,331.9876739
14.24849488,Si3,0.749027079,PU,1.100360393,2.121244762,1,436.0003268
9.650298722,Si3,1.372214926,PU,1.922553585,0.877608982,0,329.863711
8.336191355,Si3,2.020053983,PU,2.969490519,2.408600448,0,288.8699919
11.98213847,Si3,0.308510374,PU,2.729364383,2.278169762,1,412.4352149
15.11664968,Si3,2.11831754,Si3,1.779040768,1.334232366,0,371.8575737
12.36747278,Si3,1.510747336,Si3,2.192115861,2.203831889,0,364.8205741
13.47577167,Si3,0.286784561,Si3,1.957538219,0.863500976,1,432.6910629
10.452413,Si3,0.990541388,Si3,2.932191441,2.449053935,0,357.5516104
9.916157265,Si3,0.280684413,Si3,2.542523717,1.373135591,1,377.7499634
9.029494802,Si3,1.280287533,Si3,2.362152998,1.286003305,0,327.0368826
11.28436278,Si3,1.143465421,Si3,2.94439274,1.429404768,0,356.0154962
12.79735546,Si3,0.392800991,Si3,2.404925715,2.355441441,1,421.7357921
15.07084067,Si3,1.8949633,Si3,2.918199277,2.452109946,0,375.086076
10.31917393,Si3,0.340038328,Si3,1.214918418,1.90381655,1,448.7488285
12.53382048,A1,0.439714663,PU,2.894862314,0.817063793,1,394.3966649
13.74771502,A1,2.200820337,PU,2.957352237,1.413701521,0,330.4915776
9.841409571,A1,0.295212534,PU,1.410684476,2.497498194,1,384.8114145
10.37584175,A1,0.637133653,PU,2.886602691,1.843221049,1,362.2478554
8.416658988,A1,2.444229612,PU,2.652490647,2.108983389,0,266.0174615
9.808567501,A1,0.686140613,PU,2.021095745,1.477222205,1,363.8067241
14.08555624,A1,0.611691248,PU,2.285151865,1.320040126,1,412.8191944
15.74725747,A1,0.45436423,PU,1.244248815,0.504218147,1,444.2879955
8.891448732,A1,0.408443259,Si1,2.533371247,1.609394397,1,365.2772871
8.036615674,Si3,1.163689963,PU,2.177039035,1.81732807,1,324.4521291
8.033440453,A2,1.506106086,PU,2.343281612,1.613462818,0,311.420805
8.153696019,A2,1.405442382,Si2,2.386487158,1.695077471,1,317.0646024
8.541569106,Si3,1.059481665,PU,2.754170003,0.762449943,1,327.8047377
12.71220081,A1,1.026155055,Si2,1.111185732,2.35987181,1,399.3376112
15.83254398,A1,0.685447725,Si1,2.548446524,1.043397445,0,422.1182428
10.47636055,A2,1.410005362,PU,2.352441555,0.70088713,0,339.0048237
10.06616561,A2,1.684520413,Si1,1.540520332,1.219607296,0,331.8618603
11.21760163,Si3,1.057895719,Si3,1.578636783,0.979247533,1,369.051672
10.48413297,Si3,0.795896949,PU,2.936789121,1.251458504,1,361.5923829
15.86967625,A2,1.137601811,Si2,1.972723155,1.638102492,1,427.4832908
10.47039272,A2,1.410394967,PU,2.348450061,0.858257307,0,339.621953
14.00405011,A2,1.316106817,Si3,1.138512758,2.414266918,1,411.6595168
15.87550981,Si1,0.983210208,Si1,1.197586164,1.515291237,0,430.7024571
12.28353302,A1,0.837519039,Si1,2.502592444,0.969107957,0,376.0923689
12.16997862,A2,1.178806177,Si3,2.238840801,0.844412123,0,373.8415186
12.09959884,Si3,1.245552652,PU,1.300909191,0.955621464,1,375.6806203
15.6572839,Si3,0.88780614,Si3,1.273031646,2.053336262,1,438.7994269
11.95350376,Si3,0.955692802,Si3,1.582674578,2.47172477,1,390.725644
9.955426502,Si3,1.162428366,Si3,1.41719995,2.011043521,1,358.0629943
8.227098605,Si3,1.860747965,PU,1.145472655,0.642177319,0,287.4763493
8.088317853,Si1,2.092394068,Si1,1.175774773,0.633772798,0,271.855305
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
8.466178438,A1,0.999308918,Si2,2.595932921,1.793519393,1,327.7393061
8.011132056,A1,1.627257214,Si2,1.121108284,2.372429927,0,295.0316891
9.132692904,A2,1.719421577,Si2,1.505945707,0.778708641,0,316.4287901
9.233152664,A2,1.63719864,Si2,1.742266137,1.091742246,0,322.0537962
8.828149371,A2,1.887239819,Si2,1.19103635,1.044177571,0,302.695262
10.33885066,A1,1.109616139,Si2,1.817180622,2.044296702,0,352.2448744
11.60067546,A2,1.618234061,Si2,1.369422804,0.921378903,0,355.3073429
10.76198346,A2,1.787912841,Si2,1.16004455,2.499782593,0,347.6755898
13.09313072,A2,1.06110549,Si2,2.41128703,2.137759887,0,397.9749592
11.2604825,A1,0.564164936,PU,2.879674904,2.4462602,0,379.2425187
10.12115133,A1,1.050251203,PU,1.946690797,2.137769716,0,349.5811478
14.37572442,A2,1.194856478,Si1,1.744512042,2.118215848,1,412.5451267
14.33735151,A1,0.980747247,Si2,1.591498547,0.984430986,0,405.6718591
12.26017344,A1,0.59987508,Si2,2.713530098,1.967747752,1,392.2761105
14.03380795,A2,0.924200304,Si1,2.489671228,1.312515239,1,409.5347986
12.89689363,Si2,1.377693912,Si2,1.267190666,0.979982103,0,374.1734797
14.34997365,A2,1.311663198,Si2,1.790226026,1.769494548,0,405.6361709
15.92821073,Si1,0.256346025,Si1,2.685641153,2.380893464,1,449.9507208
11.98773975,A1,0.479604541,Si3,2.975345546,2.391889122,1,389.5368315
9.951132166,A2,0.956391943,Si1,2.930773961,1.893201275,1,362.3136964
8.180606346,A1,1.352438341,Si2,1.160408968,2.334829379,0,310.0912655
8.523453013,A2,1.539815752,Si2,1.123945281,1.940814895,0,317.4221293
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
15.49067139,Si1,1.019880653,PU,1.102494507,2.066936095,1,425.4608992
15.8332085,Si1,0.889060685,PU,1.424345945,1.392055961,1,429.3495893
15.27170556,Si1,0.87040581,PU,1.559836795,1.75127271,1,424.9020236
15.37677329,Si1,0.87727333,PU,1.539062137,1.677645591,1,427.5778688
10.00993947,Si2,1.272518794,Si2,1.346053585,1.915701198,1,345.6606566
9.326499804,Si2,1.361908278,Si2,1.1395742,1.404704769,1,325.8788978
12.53532518,A2,1.42133745,Si1,1.155776434,0.657106195,1,379.0608048
8.626625174,A2,1.429525339,Si1,1.98350394,1.918375037,1,327.8402842
8.140346246,Si2,1.476758394,PU,1.225334345,1.809060101,0,309.3579973
9.802033911,Si2,1.237290324,Si2,1.615046949,1.780971141,1,340.2787597
8.075063241,Si2,1.454322957,PU,1.268276085,1.872995736,0,308.7359367
13.74379407,Si1,0.822480325,PU,1.825271303,1.871227439,0,408.6095248
12.37295934,Si1,0.998084473,PU,1.370997902,2.096885173,0,388.7193563
10.45174116,A1,0.928235109,Si3,2.07629365,0.755391622,1,349.0422438
10.1090455,A1,1.07841895,Si1,1.71457318,0.805901735,1,343.3399676
10.10728133,Si2,1.243057212,Si2,1.403129762,1.999397571,1,347.094762
10.58115394,A2,1.284068694,Si1,2.213857315,0.523887962,1,345.8573485
15.97100798,Si2,0.63557415,PU,2.650360257,2.164020902,0,426.528061
11.90748602,Si1,0.758804258,PU,2.238006439,2.48812259,0,385.0759928
9.917098218,Si1,1.170285533,PU,1.262966767,2.397048263,1,350.2157557
15.96912273,Si1,0.909996536,PU,1.543942257,2.401546387,1,431.785837
15.66164023,Si1,0.989396198,PU,1.32543227,2.358197047,1,429.1606685
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
15.77100419,A2,1.420704731,PU,1.285498317,0.793556923,0,411.3548067
9.34081625,Si2,1.132998243,Si2,2.811815186,1.172306124,0,327.3835517
14.76330302,A2,1.295224781,PU,1.656213945,1.091993601,0,407.5129687
14.10049527,A2,1.438925954,PU,1.27134062,0.761553155,1,396.0861457
14.4644369,A2,1.411090419,PU,1.335294748,0.516442882,0,398.3817482
10.84921729,A2,1.568839462,PU,1.277718958,0.55880712,1,348.7643967
11.99531356,Si1,1.032611389,Si1,1.509510302,0.765582112,0,372.233034
15.75809385,Si2,1.135433154,PU,1.510936149,2.301511352,0,420.2923021
13.80987156,Si2,1.29304783,Si2,1.106436661,1.846432162,0,395.9246842
13.29049637,A1,1.06833518,PU,1.32330745,0.73435535,0,389.0728859
8.119785501,A1,1.146283865,Si1,2.797714854,1.165515651,0,311.5780582
8.321307008,A1,0.990070232,Si3,2.956550316,1.246228292,1,319.8337657
11.05446116,A1,1.198923265,PU,1.16531592,1.031942684,1,358.6098488
9.384710878,Si2,1.062975234,Si2,2.532505237,2.125489182,0,338.6233172
11.11552757,A1,1.176102745,PU,1.307933727,0.712807937,1,354.999718
13.93458349,A1,0.926900498,PU,1.729642227,0.618187732,0,399.1794656
9.295005881,Si2,1.264909277,Si2,2.264449289,1.154844333,0,323.6538708
15.77881606,Si1,0.36569544,Si1,2.982010614,0.836322847,1,432.021399
11.94163693,Si1,0.735371558,Si1,2.573932482,2.49062223,0,384.5123768
9.425216166,A2,1.194484569,Si3,2.659262629,2.452050453,1,344.8146019
15.91213588,A2,2.482686677,PU,1.116704103,2.204847105,0,382.780532
15.31586121,Si2,2.491301553,PU,1.105197064,2.324930946,0,360.3096509
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
9.106368495,A2,1.34477868,Si3,2.649379709,0.842561598,1,325.1107346
8.606543911,A2,1.40683511,Si2,1.901146022,2.439398834,1,328.738409
14.88030614,Si3,0.62640259,Si3,2.964963623,0.589370508,0,416.4156343
8.957118664,A2,1.314325469,Si3,2.884047654,0.616148585,1,321.2788221
14.4394894,Si3,0.665678555,Si3,2.890597474,0.528750337,1,411.5732712
12.79005246,A2,0.974442886,Si3,2.804174991,0.650126184,0,385.2390257
11.61085278,A2,1.064750676,Si3,2.811544325,0.820888721,0,366.2889648
9.47474192,A2,1.344267635,Si1,2.430149013,1.265750114,1,335.214113
8.961074557,A1,1.218600231,Si1,1.62737092,1.513059834,1,328.5288944
15.71020461,A1,0.91557543,Si1,1.39248133,2.116999961,1,432.6260879
12.81256229,Si3,0.89121063,Si3,2.503390963,0.577296433,0,385.5270194
8.008979089,A1,1.404846197,Si3,1.246738075,1.363113272,0,308.6802395
13.06540742,Si2,0.881677107,PU,2.035171137,1.890721386,0,395.9652835
11.16359728,A2,1.493171136,Si3,1.259235334,1.474809587,1,365.7497891
14.70906769,Si2,0.564797321,PU,2.728802577,1.486705002,1,417.7334723
10.90654689,Si2,1.227254141,PU,1.408326708,1.687189714,0,356.0403637
11.00572945,A1,0.86008144,Si2,2.562403118,1.168009668,0,359.9198582
15.65710849,A2,1.34991578,Si1,1.266006637,1.160268778,0,420.8322242
10.23502115,A2,1.547914669,Si3,1.199238618,2.225910422,1,350.3646098
10.71494706,Si2,0.877192916,PU,2.901866058,0.647440109,0,348.4365654
15.90992196,Si3,0.687705195,Si3,2.613519047,0.841411359,1,427.1161982
13.97325887,Si3,0.679302043,PU,2.802993455,2.085974338,1,417.2146226
11.9324045,A1,0.860464544,Si3,2.132296893,1.596726563,0,376.6902463
9.996917761,A1,0.933820556,Si1,2.597369535,2.17060094,0,349.4611928
9.74356143,A2,1.232547777,Si1,2.375637992,2.474622163,1,348.6573847
15.26735936,Si3,0.397303275,Si3,2.921733808,0.580294584,1,431.6252619
15.39318081,Si3,0.307194425,Si3,2.97267828,0.670913762,1,437.9437353
12.12744145,A2,0.989597943,Si1,2.939966635,0.553622431,0,374.8315632
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
8.009850481,A1,1.396938834,Si2,1.237698541,1.047957819,0,300.9354581
8.779312482,A1,1.245842458,PU,1.319766595,1.9836868,0,329.8261381
13.31222827,Si3,0.991079141,PU,2.12139574,0.744528174,0,393.6899052
9.861280477,Si2,0.957646671,PU,2.065828955,2.458999626,1,352.7629548
10.35306974,A1,1.197776617,Si3,1.157751049,1.946649492,1,357.9875352
13.00721106,Si2,0.706382496,PU,2.346311867,2.221781,0,399.9541585
15.50648659,Si1,0.580365818,PU,2.459602914,2.27355805,1,429.0451937
10.44750088,A1,1.106974314,Si3,1.446705051,2.073993524,0,357.2536584
15.68326693,Si1,0.976548585,Si1,1.101213526,1.093525318,1,426.1302515
15.78636271,A1,0.874727158,Si2,1.411640527,0.654584119,0,426.3039844
8.7037938,Si3,1.422869462,PU,1.419447913,2.104892899,0,326.8630598
12.2658571,Si2,0.809116812,PU,2.314250288,1.038848055,0,380.7915699
14.89983216,Si3,0.839585894,PU,2.433825794,1.011804727,0,415.804827
15.8410465,Si3,0.691953398,PU,2.89863845,1.077664005,0,427.3821429
9.049728138,Si2,0.97541616,PU,2.276143988,2.127962875,1,341.5127046
9.961208885,A2,1.596862368,Si3,1.429215813,0.706159537,1,333.004472
10.36600167,A1,1.092022004,Si1,1.665951758,2.106997406,0,354.1508835
10.84102246,Si1,1.126076243,PU,1.276257102,2.023645013,1,363.9160604
15.73399038,A1,0.606181163,Si1,2.462644283,2.375911867,0,434.8895237
13.97408305,Si1,0.918381193,Si1,1.620803101,2.288697424,1,411.0755516
11.72252812,A1,1.002808485,Si1,1.710748873,2.424671993,0,376.9726823
9.632364171,Si3,0.994569411,PU,2.985605543,2.228037766,1,347.2585865
15.5873753,Si3,2.446110905,PU,2.967489039,0.53400941,0,355.3425824
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
14.4897511,A2,1.283114487,Si3,1.554333399,1.451622144,1,409.2191102
15.3322698,Si1,1.081253355,Si1,1.203086467,2.06031488,0,420.7588455
15.50830933,Si3,0.649441499,Si3,2.880726822,1.819366965,1,429.778566
14.92711989,A2,1.031612833,Si1,2.078282552,0.556664958,1,413.5155123
15.09470721,A2,1.055248512,Si1,1.960984585,0.509867779,1,415.267826
15.74455237,A1,0.641576913,Si3,2.111516016,1.47269005,1,428.6535615
11.37315595,A2,1.478182779,Si2,1.373419769,1.498805747,0,363.0481192
12.68863005,Si2,0.978153329,Si2,1.846078345,2.247932899,0,391.9889961
9.765627064,A2,1.576467464,PU,1.34129779,2.129805263,1,343.0437547
9.7422344,A1,1.149377592,Si3,1.571277746,1.451741617,1,340.2348967
10.61177028,A2,1.196003693,Si2,2.563903104,0.726483947,1,346.9393109
12.89525318,A1,0.961483989,Si3,1.530460353,1.171253213,0,391.1774856
8.518352181,Si2,0.911059305,PU,2.705243307,2.484947164,1,335.172211
8.081863996,A2,1.504046977,Si1,2.536274507,1.186355348,0,308.6322493
13.02591594,Si3,0.885175175,Si3,2.483943888,1.64100117,0,397.3790042
8.601900871,A1,0.970580222,Si3,2.278425535,2.484930476,1,334.4729904
10.31517315,Si3,1.044062441,Si3,2.543336014,1.907410345,1,354.002855
11.96973127,Si3,0.959003894,Si3,2.411056988,1.911098653,0,380.7644242
11.33214359,A2,1.306596034,Si2,1.930470244,1.548095976,0,364.9344939
8.40931086,A2,1.768307736,Si2,1.2149379,0.877342509,0,300.2069758
8.164188896,Si1,1.252127095,Si1,2.012878538,0.610897786,0,307.3414582
15.93009368,Si2,0.610699183,Si2,2.90266849,1.970162952,1,428.2627801
13.95018657,Si2,0.679891094,Si2,2.898644638,1.991682868,0,409.4562992
11.9066231,A2,0.963145873,PU,2.978274476,2.259391273,0,380.9778574
9.701404977,A2,1.144949488,PU,2.864446551,2.360424661,1,347.6921406
15.19769445,Si1,2.422130093,Si1,1.157095001,0.588023149,0,345.81309
15.76544691,A2,0.272057924,Si3,1.139264494,0.594115549,1,463.2190889
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
14.61631693,Si3,1.10047266,Si3,1.414241007,0.759928245,0,410.4631577
10.60237712,Si1,0.805914719,Si1,2.433124185,0.548996232,1,354.4003665
15.63640992,A2,0.942415287,PU,2.368239178,1.33530353,1,427.6260799
15.71109967,A1,0.450735363,PU,2.937400886,1.800089039,1,426.8881944
15.5433692,A1,0.821946788,PU,1.674311739,1.755765784,1,428.7162255
10.13672723,Si1,1.052589172,Si1,1.776016594,0.534635627,1,341.2405003
11.7949336,Si1,0.619383711,Si1,2.838161013,0.513849635,1,376.1997382
15.89178948,A1,0.864753167,PU,1.566395373,1.763202663,0,431.2817636
9.966622367,Si1,0.867840419,Si1,2.415831549,0.526350555,1,344.2832867
15.38253881,A2,0.876258806,PU,2.548499194,1.191207921,1,424.2252968
9.833914496,Si1,1.120179391,Si1,1.640663436,0.535887782,1,336.5324639
11.29700091,A2,1.295910463,Si2,1.896403929,0.911826663,1,359.5376324
8.434049076,A2,1.53410621,PU,1.935473712,2.13841601,0,318.9205983
12.58718445,Si1,0.911208315,Si1,1.652091297,0.911716607,0,386.5459498
9.50933475,Si1,1.070466857,Si1,1.814603322,1.092557398,1,341.3581571
9.974359935,Si1,1.260332307,PU,1.235785047,1.020870311,1,339.6054799
11.63203963,Si1,1.161873853,Si1,1.101739986,1.147162517,1,371.1887496
12.84640976,A2,1.244532393,Si2,1.677027009,1.546380285,0,390.2209468
12.09890451,A2,1.232321554,Si2,1.878868087,0.906296584,0,374.0501812
8.101876744,Si3,1.499734586,Si3,1.616767007,0.753451179,0,305.8374404
9.258068253,A1,0.995512168,Si2,2.609870708,0.564360072,1,328.3926601
15.87572019,A1,0.623871088,Si2,2.611074441,2.451768879,1,429.3013181
13.89050166,Si3,1.111666546,PU,1.835441833,2.440520874,0,406.6081011
11.99615438,Si1,0.619548464,PU,2.803228404,1.998346061,0,385.1006434
9.885671918,Si1,0.774320806,PU,2.739142158,1.207032144,1,352.250312
15.93845324,Si3,1.071280049,Si3,1.186065667,0.58479557,0,423.8801431
15.83565826,A1,0.260241341,Si2,1.152117568,2.409326955,1,469.418153
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356
11.68958649,A2,1.304407602,Si3,1.874004183,1.722191958,0,370.6494667
11.65783818,A2,1.276577099,Si3,1.960286205,1.248393944,0,368.1814954
11.01160594,Si2,1.354824101,PU,1.117344473,0.66289319,1,346.9623547
12.63843511,A1,0.615019382,Si3,2.851620795,1.486424496,0,389.1094794
8.267799828,A1,1.268303004,Si3,1.608142861,1.715582007,0,316.951277
14.20575468,Si2,0.826802466,Si2,1.859672149,0.655807955,1,409.7184479
15.40804416,A2,1.469480261,PU,1.128184955,1.749055515,0,415.5923369
13.67542451,A1,0.665926199,Si3,2.342203442,1.90574413,1,407.5787852
8.903067288,A1,1.216803334,Si3,1.578983242,1.755218509,0,329.5209061
15.73170297,A2,1.381873605,Si1,1.271402048,1.663708179,0,423.5500942
15.16145988,Si3,0.828095115,PU,2.028907664,0.964125528,1,424.784669
15.3120199,Si3,0.958328258,PU,1.799861981,1.920680789,1,428.2781967
11.96906689,A1,0.727888161,Si3,2.747047756,0.590034646,0,370.4552493
