Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
9.98201162492703,2.924243241186387,2.525245294402087,1.1237308147058616,3.5466590174335675,12.383404754610703,Si,Si,Small,Center,1,1,5,22433
15.202595250790823,2.2684866258935945,2.02338441972886,2.022230331573046,3.947919547014233,27.250037066641454,Si,Si,Small,Center,1,1,33,22433
10.391823255041091,1.039028133465862,1.6988632559456074,0.9785068565506101,2.637473992046978,22.897926383107897,Si,Si,Small,Center,1,1,193,22433
10.376298493615245,2.475818663938571,0.6568222356742361,2.6036000795565486,3.385796499186215,20.970365988248346,Si,Si,Small,Center,1,1,241,22433
12.337852186450595,2.9583325967689493,0.7054371395023084,0.6420288397207208,9.264324312600909,14.138141982000372,Si,Si,Small,Center,1,1,244,22433
11.852781403520666,0.9603813048446294,2.366216595329616,0.7627303129083527,9.760662441647145,7.5912830323717735,Si,Si,Small,Center,1,1,279,22433
12.18228327016312,1.2552990996232574,1.1571979067461,2.201295239225683,10.816137977735337,15.04838122495009,Si,Si,Small,Center,1,1,303,22433
15.311941051518428,2.716064867386673,1.7303036927136914,1.2651386637440738,6.995987367285742,24.472713350621788,Si,Si,Small,Center,2,2,37,22433
8.284856299547652,2.3482232736249418,1.0798248474353622,1.9458887570462062,1.677997944946684,11.537443415212035,Si,Si,Small,Center,2,2,112,22433
10.93039838944687,2.143726715376819,2.6306976059488796,2.3324121561903124,6.730706802994502,19.199623852915657,Si,Si,Small,Center,2,2,129,22433
12.609502700424711,0.7368522584211559,1.5875771807690668,2.112979257213448,2.14982482586045,22.045254032138423,Si,Si,Small,Center,2,2,184,22433
9.018803819819269,2.2817187468067246,1.885526716909769,0.7026608324868218,8.92150401343756,25.118755309001227,Si,Si,Small,Center,2,2,225,22433
12.78673208329722,1.5722528647517486,2.476779692962501,1.3129935241681898,3.5843616268818135,5.40871895675856,Si,Si,Small,Center,2,2,240,22433
12.960193405578927,2.6453343686767936,1.2854173665289648,2.4713889289868742,8.721116967345548,8.458642503762775,Si,Si,Small,Center,2,2,322,22433
15.069520323692043,2.4108966801396354,2.1635389535373606,2.408942421675575,11.657434862179919,25.940259075173596,Si,Si,Small,DSF,1,3,14,22433
13.46183750259976,2.5621409097935985,0.5537254194203244,2.987514748708593,6.026708942436036,13.953428935406935,Si,Si,Small,DSF,1,3,97,22433
11.218123233632387,1.0203599099930236,1.0064436300758226,0.6974593734939021,6.001470440761029,15.539616922905408,Si,Si,Small,DSF,1,3,103,22433
11.615051357426692,0.8287590283946966,2.5176533124355562,2.1592999614937503,6.973327063384866,10.699734357579423,Si,Si,Small,DSF,1,3,118,22433
14.526013703528825,1.8959120984296234,2.5857867268324597,2.2058554545739697,1.6459380374256585,29.233690392936996,Si,Si,Small,DSF,1,3,146,22433
9.544617601337258,2.446511539841082,1.7551317157683086,1.136407349888565,7.451445703082238,21.078402021158674,Si,Si,Small,DSF,1,3,232,22433
15.63623135216756,2.031544520955263,0.7890613091411691,0.9301883830153923,4.653213933040426,29.930436702328173,Si,Si,Small,DSF,1,3,314,22433
9.911967300400766,0.7528988586919292,2.6874906549326196,1.0245958246562652,2.233424845609971,19.502705972409885,Si,Si,Small,DSF,2,4,31,22433
12.7461585745972,1.726059837923186,2.226584527356158,2.951089204595386,2.1230851791236307,25.41793999044868,Si,Si,Small,DSF,2,4,46,22433
11.619955997929402,1.2016419578083475,1.6655219792112932,1.8340332824223657,10.846232394538447,24.296580155023534,Si,Si,Small,DSF,2,4,76,22433
15.909684619642707,1.2278994301776456,2.3505737868188055,2.345975993101461,9.530711390048083,9.106034398792477,Si,Si,Small,DSF,2,4,116,22433
14.225444770465543,2.7223058731733007,2.2191229399272285,0.7327033472914528,7.646964864191537,29.442673085815144,Si,Si,Small,DSF,2,4,186,22433
15.889153293006997,0.8853807611412345,0.5391953649729015,1.1489268903603909,2.902697627060344,28.072387902756162,Si,Si,Small,DSF,2,4,295,22433
9.76220733117816,2.918024148754719,1.165145066136239,1.9742861359222614,6.361266530492344,13.12537175406907,Si,Si,Small,DSF,2,4,296,22433
9.17013263608555,2.243022044893508,2.853267357704879,1.3850484677895754,2.2901269008669365,8.22653890555829,Si,Si,Small,Lead,1,5,18,22433
12.717585466850322,0.7538122534176117,1.7716085908791221,1.8706404782631254,10.234033430263388,23.64784584769111,Si,Si,Small,Lead,1,5,133,22433
8.944122648679514,2.6339666897454532,1.3428529026215508,0.9152611339753524,8.412367794092091,26.700514976738397,Si,Si,Small,Lead,1,5,152,22433
15.169669356888859,2.116009083966306,2.2661676362558736,1.3254603415335657,7.412886721317325,26.401268434249353,Si,Si,Small,Lead,1,5,154,22433
9.755940338700787,0.7452376020266769,1.1414484827772484,2.08494312808369,5.131120723917173,13.001101325195565,Si,Si,Small,Lead,1,5,207,22433
12.663125266301542,2.546209848724639,1.1050232863504608,2.3643214227930787,5.545441807954082,14.680484929208728,Si,Si,Small,Lead,1,5,277,22433
10.857166224949644,0.9909739847824715,2.9655453399903617,2.313021540436272,10.460711488993482,11.87351770893062,Si,Si,Small,Lead,1,5,300,22433
14.343475501640352,2.271204506566733,1.5641046980499431,2.61645775709391,9.378880595503192,17.9559566627035,Si,Si,Small,Lead,2,6,25,22433
14.968771788304295,0.6821477342153416,1.7081215651323902,1.428665739949179,10.67290511608288,6.919794460176029,Si,Si,Small,Lead,2,6,39,22433
14.886089178114988,1.2937844155630267,0.9892743149927511,2.495748321629145,1.9214344058061112,19.231840680378454,Si,Si,Small,Lead,2,6,44,22433
13.829881573379634,0.6411831258562829,0.983554222473893,2.0733801475412386,8.318371720536957,27.938903933696952,Si,Si,Small,Lead,2,6,127,22433
10.564010074440784,1.640364270519858,2.626312667222238,1.6903521414460734,7.087571547247667,24.105876434484774,Si,Si,Small,Lead,2,6,132,22433
10.274245486337447,2.6221788264187187,1.5211560548121648,1.30100758672482,5.158438969955967,11.14540354424062,Si,Si,Small,Lead,2,6,138,22433
12.938323029556967,1.1020515827416526,1.042139080806207,0.6166756917402927,2.4367962909476013,18.887375748884473,Si,Si,Small,Lead,2,6,310,22433
11.976193962792527,1.034779569585616,1.250574350859578,2.5464248430059033,1.536206078499264,6.4980591832251,Si,Si,Medium,Center,1,7,27,22433
8.100299234010006,1.5413282291247676,2.5719487154102025,0.7833315829289711,7.859830341035724,6.729354190877858,Si,Si,Medium,Center,1,7,38,22433
9.68207170895042,2.70538199500156,0.6682026214392198,1.9242283613687614,11.54263294843193,16.49507613872501,Si,Si,Medium,Center,1,7,87,22433
10.506816308935944,0.8240804621847287,2.743487815890869,2.514676826003458,5.470207678712692,25.31342848424632,Si,Si,Medium,Center,1,7,96,22433
15.130342361274423,0.949449256933417,1.513256212411669,0.9485175334158371,10.226252119432159,11.33467300619381,Si,Si,Medium,Center,1,7,119,22433
11.272828322505566,1.883643654381867,1.3106073153104296,0.5201074469419676,5.827811011375392,29.282577653433467,Si,Si,Medium,Center,1,7,249,22433
13.64534679676645,2.868285276892176,2.321359655691931,2.447723978039713,5.804314161339153,17.820882223787514,Si,Si,Medium,Center,1,7,312,22433
10.44579195616738,1.0494499083849043,1.7407168124556847,1.2297126763138875,1.4244844770829523,24.002644918586157,Si,Si,Medium,Center,2,8,24,22433
10.975980131294685,1.8686868669214358,0.9995698468471791,1.460183160125362,7.75516716403811,19.529401936796557,Si,Si,Medium,Center,2,8,98,22433
9.898587826336058,2.8942196702102385,2.6749269924394157,2.8645561707266696,9.339619176420308,24.41652821547971,Si,Si,Medium,Center,2,8,178,22433
15.863959944526407,0.9772663115737923,1.50788271259356,1.7869505225775104,4.257463871289708,16.009174681688478,Si,Si,Medium,Center,2,8,189,22433
12.886127474625054,0.8114133935269596,2.4180945004003247,2.982764765475984,4.912242340783337,7.466973049381492,Si,Si,Medium,Center,2,8,227,22433
14.301475958636269,2.02504516809103,0.8240533205623023,2.8759898038664544,10.54082904826649,14.505912489123006,Si,Si,Medium,Center,2,8,267,22433
14.268843576642563,1.9627538219676386,2.7957028921777747,0.5826808966472865,6.567969853132078,6.287209847981655,Si,Si,Medium,Center,2,8,287,22433
15.606983759718599,1.4895933040275482,1.1238571459456426,2.5293708152776895,7.4832143985207,11.177804930456155,Si,Si,Medium,DSF,1,9,13,22433
13.785640352693958,0.716339995882488,2.7157342389891213,1.5195741529543496,10.694704675250819,20.568442366862122,Si,Si,Medium,DSF,1,9,19,22433
13.538354173648228,2.365555674927483,1.7206374113512186,0.9568755841283934,10.032409489292384,18.133550568984557,Si,Si,Medium,DSF,1,9,73,22433
11.73073786599576,2.4834565247730946,2.059651119919404,2.462418072761871,3.9003439032022538,20.18027107411746,Si,Si,Medium,DSF,1,9,150,22433
11.462719408664219,0.6653273840133553,1.4595019499324122,1.7484418747306665,1.821770585909493,17.33491204118085,Si,Si,Medium,DSF,1,9,237,22433
9.959083192936108,1.472547380353898,0.7220925563643498,1.0845875635324371,6.461282689893073,28.994929152894848,Si,Si,Medium,DSF,1,9,308,22433
9.029371442261983,1.5559575445781324,2.57992431541836,0.5013435596053724,5.395478143004283,10.561920226397913,Si,Si,Medium,DSF,1,9,321,22433
14.32967457972471,2.2955651682338925,1.378091403441052,2.8581171129614833,4.598444404478174,10.820715976436954,Si,Si,Medium,DSF,2,10,4,22433
8.495190094558959,2.1095719665994426,2.881403110153131,0.8353616434160922,11.52186216018336,8.182816184343372,Si,Si,Medium,DSF,2,10,45,22433
9.868914678605616,2.126246966334277,1.8567528719825406,2.720957693471726,10.33332882783822,15.681521127546127,Si,Si,Medium,DSF,2,10,74,22433
15.561938479682828,2.368590239009994,0.6909070458995086,1.0109421126441673,9.611790086173828,9.773077124682175,Si,Si,Medium,DSF,2,10,104,22433
9.157493196106364,0.9738571818603454,1.241138917867419,1.512797693727159,6.045203683091767,6.049471571530124,Si,Si,Medium,DSF,2,10,134,22433
14.860527889298332,0.8707118426176216,2.728206575798714,2.944552455047131,5.599908877987292,11.284734951399948,Si,Si,Medium,DSF,2,10,159,22433
13.006978379315226,1.6691534132295005,1.4091757727079397,1.6518253739587958,4.335964216756322,26.076766034104548,Si,Si,Medium,DSF,2,10,318,22433
