Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
15.512739697349945,2.7596757110793164,2.513048437245696,0.6615665079557014,2.4935575271264474,19.993017393170888,Si,Si,1,1,11,17457
11.61329166219669,2.4757447022229746,1.2219666483014384,1.2496108799042487,9.48400484661337,20.72527874085622,Si,Si,1,1,14,17457
13.51982680885054,0.6856994811702415,0.5796396759882702,1.3478589420327294,4.530146292548684,17.188602523543185,Si,Si,1,1,18,17457
14.101586413038202,2.584652536634419,2.7511014980128,2.6961911842001207,3.6672588559860353,15.524162655218817,Si,Si,1,1,21,17457
15.754767962456256,0.883409530085892,1.9488320837726207,0.6027459145757735,9.858642144872112,29.974677893390645,Si,Si,1,1,41,17457
8.67763746558323,1.147088065409324,2.312887274045361,0.7039746401788457,10.733763456163535,17.434376443936877,Si,Si,1,1,43,17457
11.428134744715713,1.909396536276841,2.1635184629679762,2.209131885868554,1.3932036543251733,26.48576610033704,Si,Si,1,1,54,17457
10.327760513840953,1.686917419957016,2.824318920161727,2.6636320292768705,3.841426224945623,23.368634253930516,Si,Si,2,2,3,17457
12.226977192953873,0.5295466082932163,2.5716269771081692,0.8280833572424597,7.172792071884001,22.005069214225163,Si,Si,2,2,5,17457
8.108412349612975,2.5355775044468256,1.0410497368047837,2.59491023825542,6.6728985154044,22.577769664125356,Si,Si,2,2,7,17457
12.597370920781527,0.8552451594622912,0.6623660151886533,1.4148799784044923,4.131232418654106,19.35771060995628,Si,Si,2,2,20,17457
12.003872970869534,2.7890495352712485,1.2843622483868637,1.4660199352265377,2.889589946050872,16.119852254908828,Si,Si,2,2,35,17457
13.307630738377501,1.2965038221717111,0.7110448068625941,2.6146030530988056,11.412602109707398,19.619991685129143,Si,Si,2,2,46,17457
11.994631510840534,2.441770533408098,1.8944150259445651,1.2012862970206966,8.430785599688576,26.20296821427375,Si,Si,2,2,48,17457
9.820361788456685,0.6291437586616863,1.7828762080165892,2.7594523615454767,1.0422117420317816,29.508592170369294,Si,Aerogel,1,3,9,17457
15.352255806411259,1.4081098235323735,2.2081755916667114,2.1408936997334487,7.763465893622763,16.44005437016595,Si,Aerogel,1,3,16,17457
15.641341191002851,0.9894043184742936,0.5019761730588218,1.3010899881988554,11.252224038243423,19.051446115196377,Si,Aerogel,1,3,24,17457
11.262695964281075,2.352366791863038,2.808605163157404,2.2776037013323682,3.2366419542399854,26.580524584518464,Si,Aerogel,1,3,30,17457
10.037195235827193,1.448523657217253,1.3597011374575412,2.014838387118262,3.0447531978584492,17.946377005121388,Si,Aerogel,1,3,36,17457
12.472798988974018,0.7581594301477049,1.6227097798526218,0.8103708730374121,6.7542213420504185,27.759949199885412,Si,Aerogel,1,3,39,17457
12.849900984554232,2.9556842459649295,1.7300356979090392,1.490151070826743,8.766691937743833,25.31009173659453,Si,Aerogel,1,3,47,17457
12.88839489940159,2.3957891363466293,2.642106167852892,2.495417695557298,5.643229590603042,15.398020123373088,Si,Aerogel,2,4,10,17457
12.41566736899741,2.918386391036173,1.0870748775981394,1.657468816449708,11.635676692143699,18.235959313014725,Si,Aerogel,2,4,15,17457
9.396367393957425,1.0115700148200517,1.5731951456021585,1.3840205669717691,10.136644634080756,16.698977595138217,Si,Aerogel,2,4,37,17457
14.991252830909694,1.7270130147191394,0.873938450641923,2.447429308596252,1.812082682427739,21.79519477973646,Si,Aerogel,2,4,44,17457
8.484457796564161,1.9343605247477056,1.8188645059711366,2.062061493556529,5.999881361968668,25.703576632839592,Si,Aerogel,2,4,45,17457
10.242569848255386,0.5604715973476321,2.8740520604564823,1.8385800388546794,5.282622582117015,21.666059744819506,Si,Aerogel,2,4,52,17457
13.949539613870797,1.3485381425888017,1.15754433945329,1.124633275379017,8.193639270129928,28.159340527210986,Si,Aerogel,2,4,53,17457
14.792516632991248,2.1573790298226063,2.9994695149007815,2.8682684623780825,4.59923084627887,28.588338461462556,Aerogel,Si,1,5,6,17457
15.183242099605256,1.5802703002505982,2.381172038661213,1.6035115322460602,10.583857602660032,15.850342247666411,Aerogel,Si,1,5,19,17457
10.720403621746083,1.9792656854604527,1.3130520056523058,1.7792213658977378,7.424243188622276,29.266084209631494,Aerogel,Si,1,5,22,17457
9.963348730076866,2.6016954039897486,2.061235629252402,2.5403310790845253,2.582323497198498,14.308121889429792,Aerogel,Si,1,5,38,17457
14.373933532939589,1.5532690956642892,0.749932432085322,2.9345460268702728,9.037564030360908,21.000576674003607,Aerogel,Si,1,5,42,17457
11.434075871965623,2.0557692819879536,0.9299762905299853,0.9945594423041928,11.856531398231358,20.26410462882731,Aerogel,Si,1,5,49,17457
9.65711278071763,1.3140702927623598,2.457884905438806,0.5820737024389129,7.540767323864183,23.919759445125084,Aerogel,Si,1,5,55,17457
13.212177680399009,2.697300088242569,2.1397618942708796,1.0713582433779134,6.230033664893455,20.565352218342284,Aerogel,Si,2,6,2,17457
10.678614302251034,0.7837664859480079,1.8713042914205764,1.6933767899183965,10.246150739637546,18.48347195280932,Aerogel,Si,2,6,12,17457
13.719545842872169,1.7845817309854055,1.2104230568610839,1.130118839570871,2.171472175221409,27.51717703821488,Aerogel,Si,2,6,23,17457
11.80035773317489,1.84916965169223,2.7167353587890553,2.9861216280546445,8.640585909041768,24.428886236757272,Aerogel,Si,2,6,27,17457
15.139539950650136,2.2865791185662365,0.8354865990592918,2.8191608378827793,5.402081142984268,29.03411674305177,Aerogel,Si,2,6,31,17457
8.205782927689363,1.5223491076967657,1.6623782765424462,2.315398347831887,2.2696757952566933,24.029235762144808,Aerogel,Si,2,6,33,17457
9.231404588872824,2.1115011375137076,0.9983121822247941,0.9869899804523181,9.30955011775307,27.13059833260427,Aerogel,Si,2,6,51,17457
9.073675566000919,1.1217007152524676,1.974890852409493,2.369690537207545,9.079985860661354,14.707009817923547,Aerogel,Aerogel,1,7,8,17457
11.047239976045267,2.6799727588090247,2.090134582628713,2.8403491753395995,4.993392354775477,27.332493011693437,Aerogel,Aerogel,1,7,13,17457
14.635956638986336,1.0510573879425884,0.972727271460226,1.7227056670369736,6.343189455278505,24.744168949628254,Aerogel,Aerogel,1,7,17,17457
14.555945231847629,2.2469836699039267,2.658871850956425,2.0733265506621836,5.730756787560343,16.967164942756927,Aerogel,Aerogel,1,7,28,17457
10.87942517921935,2.20589457442913,1.4437540541880463,0.9440566835187316,8.057896738335888,14.07344268282918,Aerogel,Aerogel,1,7,29,17457
13.098532786127624,1.2131327080272967,2.493986211052778,0.5141032787365141,3.3994653494799323,23.70075827230547,Aerogel,Aerogel,1,7,34,17457
8.418562486677086,0.9198688910272051,2.942280039709065,1.53569766338642,1.34895001200879,24.94800489066378,Aerogel,Aerogel,1,7,40,17457
15.95450382570418,0.6485537742207842,1.5574300566167814,1.8776251531567827,4.235349611465765,28.46138443698728,Aerogel,Aerogel,2,8,1,17457
10.523424560801088,1.6171817733281433,1.493661267513641,1.8994329491388149,1.7216584852769174,25.754507762688903,Aerogel,Aerogel,2,8,4,17457
8.931350712148664,2.9009856225199178,0.6191209540705802,0.7386693353969367,6.9352238373508746,22.967756371989033,Aerogel,Aerogel,2,8,25,17457
8.833085779080609,2.8544440778472437,2.256242152390772,1.9706692131409262,10.82209205762642,22.28801362534518,Aerogel,Aerogel,2,8,26,17457
13.682154930695031,2.068334944561605,1.437124421363297,2.1569526801729224,11.121180543571393,14.98995117451922,Aerogel,Aerogel,2,8,32,17457
9.513750784060711,1.2371445398188041,0.7787717507924256,2.4184153842409906,9.658134934479236,21.2807901070579,Aerogel,Aerogel,2,8,50,17457
14.164650350172323,1.803050219644637,2.36977195939292,0.899361345427395,4.827363236253227,18.745312911562948,Aerogel,Aerogel,2,8,56,17457
