Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
10.825991989727736,0.7651144259269176,1.3685266203853437,1.6801091144502005,4.649475411091656,14.897279786020748,Si,Si,Small,Center,1,1,34,80760
13.054905545171728,2.067714281159084,2.4023282210869112,1.7784942192284081,7.638424374739304,20.38664796907437,Si,Si,Small,Center,1,1,43,80760
15.390015998899486,2.183937833424588,1.2418190854051916,1.0430751383503045,2.5086101831781815,6.395882375863048,Si,Si,Small,Center,1,1,166,80760
8.231654659108354,0.6296355699102462,2.943069412907348,0.7039975840126385,11.017177534422029,17.819074974161268,Si,Si,Small,Center,1,1,175,80760
15.501614260649102,0.5408325716995465,2.2746328069418507,2.4415787911890106,3.7488492353212006,10.263097204325318,Si,Si,Small,Center,1,1,180,80760
9.776243293651103,2.5317434072639116,1.2309261981700073,2.0383926987395946,5.572814375019373,5.900457503105239,Si,Si,Small,Center,1,1,208,80760
9.901659097391468,2.476279077661156,1.0380793701150837,1.526960755454534,2.3906347004215474,27.026616060079242,Si,Si,Small,Center,1,1,284,80760
10.241165218066559,2.574034279263199,2.435888808314363,2.357118110183452,10.292041673000561,24.767849756702415,Si,Si,Small,Center,2,2,162,80760
11.942214919538962,1.2804245161371932,2.7896523928760417,2.0016807771748253,8.52310772304807,12.59511202863051,Si,Si,Small,Center,2,2,204,80760
10.167697584662273,2.0459071822105104,2.5550272815826216,0.6675256210727496,1.2276799789795472,8.9823012511905,Si,Si,Small,Center,2,2,254,80760
15.5768500293405,1.4746369113538744,2.4105842383887266,0.828867079399744,5.979428253280076,23.098084232215378,Si,Si,Small,Center,2,2,273,80760
13.713333616715865,0.8666536804755665,0.9786020744107333,1.0058242577388703,11.985686778838854,6.304812546547102,Si,Si,Small,Center,2,2,291,80760
9.12755531989193,1.6742153655864525,1.4559762135158627,1.6523548346663472,5.819328337259176,17.23664186207776,Si,Si,Small,Center,2,2,325,80760
12.939573228026173,0.5324711323355871,0.5932113550405045,2.9343165981235058,1.3890804642746357,20.24804215123059,Si,Si,Small,Center,2,2,327,80760
11.833165344679028,2.6348915159338135,0.5817437463024019,0.8480177745174249,11.378473213164437,28.12955222252796,Si,Si,Small,DSF,1,3,11,80760
8.974965970688537,0.6168734531180313,1.3622071262950246,1.5632422605436185,6.637652929772582,21.061151444580815,Si,Si,Small,DSF,1,3,39,80760
13.530142549073641,1.366619627521861,1.383118446364441,0.6804680087332298,3.470388646845886,7.835723969470567,Si,Si,Small,DSF,1,3,61,80760
13.362360331726464,1.809417558542021,0.91277836563679,2.884895172959273,4.776271475033762,14.547323208404526,Si,Si,Small,DSF,1,3,192,80760
15.707172271702648,2.4983020818194266,2.498809552909414,1.4950788751726969,4.938367344593537,17.95245125887265,Si,Si,Small,DSF,1,3,217,80760
11.386247096001451,2.1268692558785314,2.1213419728277936,2.0290210477560224,11.150284409259825,6.223176703544614,Si,Si,Small,DSF,1,3,280,80760
8.758719801206883,2.020406297124961,2.8342898964602923,1.7296358364512465,2.9041790808214762,17.65608229747879,Si,Si,Small,DSF,1,3,321,80760
14.181232513442595,1.3074984922566268,0.781575907992972,0.5278009030868559,3.1152728514411683,12.856398071964229,Si,Si,Small,DSF,2,4,74,80760
9.635253925470364,0.7206762504094695,1.6524101179537711,1.1067686689327556,9.846630790468707,17.091708904369263,Si,Si,Small,DSF,2,4,121,80760
13.008792538107006,1.9512613526076752,2.062505472852312,0.9567281699515701,6.303755413726179,27.347265937641065,Si,Si,Small,DSF,2,4,195,80760
9.604919465362627,2.838628387810124,2.113063617337002,2.133987257993117,7.403844781352769,15.500570142239999,Si,Si,Small,DSF,2,4,235,80760
11.838093321781127,0.5486034584923105,1.871675172138544,2.862632880724945,5.776932301626571,18.15364393357507,Si,Si,Small,DSF,2,4,246,80760
14.823190885019251,1.19298043646435,2.1815245429904158,1.9582314487131955,11.564321469984852,16.238750019154928,Si,Si,Small,DSF,2,4,253,80760
14.521007520562065,2.8637679245102245,0.8354650614823271,2.128416840931976,3.6983074132581155,16.230039361318006,Si,Si,Small,DSF,2,4,334,80760
8.187493137905127,1.897513757946172,1.2003663740565649,1.0223476335545612,10.982394146594295,9.61977478981466,Si,Si,Small,Lead,1,5,33,80760
10.402022400703087,2.7773946622940358,0.8633676785101694,2.9322205985217167,4.805394683003392,17.634640568231816,Si,Si,Small,Lead,1,5,84,80760
13.9924656926692,2.2668201280195004,2.2175851449810287,1.698927861470713,11.85838338688897,10.776053260559472,Si,Si,Small,Lead,1,5,98,80760
11.0638044112446,0.8986399032734168,1.8868233318560748,2.3507570322118005,4.899107865426492,13.639229257530706,Si,Si,Small,Lead,1,5,171,80760
10.267991022253243,1.5369827412809263,2.0302307228806233,2.7701125038126553,11.193661323895768,26.710989695175257,Si,Si,Small,Lead,1,5,226,80760
12.628184417235113,2.4449524090164734,1.4802689730660135,0.9164344825181507,4.009090188113339,18.475082218903594,Si,Si,Small,Lead,1,5,258,80760
10.303963133704396,1.7010557509572724,2.0617625090150433,1.1520668979737327,8.72172384206187,25.476269661854605,Si,Si,Small,Lead,1,5,301,80760
15.112454130069647,2.2042490352995414,2.4930316928637724,2.7312249218438227,4.556689658879733,22.274916754151747,Si,Si,Small,Lead,2,6,18,80760
10.207915795176323,1.4313569968960667,2.9906505334829454,0.7726621034083007,6.370368134140936,19.226924647317844,Si,Si,Small,Lead,2,6,27,80760
9.557576615878093,2.4136962794083505,1.5504867430870737,1.8852413409444542,4.220605861292626,12.517111659418358,Si,Si,Small,Lead,2,6,136,80760
13.677212865230462,0.6827401248018306,2.046990725122444,1.5775353925799376,11.056342405211765,18.94110500806373,Si,Si,Small,Lead,2,6,151,80760
11.45648807784292,2.869534812034672,2.2020284697235137,0.5848647439672553,11.618144752949927,21.668273494168908,Si,Si,Small,Lead,2,6,220,80760
15.424635757451025,1.7877558667730273,2.602576572332989,0.8248589387374355,4.977776676359227,5.065153406743296,Si,Si,Small,Lead,2,6,269,80760
12.583997248771398,1.2720557836329975,0.9709828508414573,1.377048184401259,1.6221323219083843,24.163827621839857,Si,Si,Small,Lead,2,6,318,80760
11.084861212575008,0.8053794109855,2.962892852820621,1.8243484373621128,5.695036289770715,10.330887976269235,Si,Si,Medium,Center,1,7,94,80760
8.374547364174427,0.6223662307764908,1.1673949553230503,1.341351637441629,10.127107455080836,23.60342097156239,Si,Si,Medium,Center,1,7,161,80760
12.244643619139486,1.4888427975651215,0.7610008772147168,2.9837964374710273,5.42378499070802,14.620654934357113,Si,Si,Medium,Center,1,7,163,80760
8.98086950405189,2.905477946527693,1.8319810597756505,2.583175548407551,3.2987036202823847,24.540827040181576,Si,Si,Medium,Center,1,7,198,80760
11.281593916112465,2.0031937010091814,2.6421155878645686,1.0532133123185936,8.597145761345583,24.919280110879832,Si,Si,Medium,Center,1,7,202,80760
11.100995459051829,2.3000510938307426,0.5474513339385768,1.2936905217023833,9.756074672407781,8.086903050483144,Si,Si,Medium,Center,1,7,213,80760
15.436410989125523,2.7431983074876385,1.6629223721971593,1.3009423565950324,7.043165277423449,23.00037662930828,Si,Si,Medium,Center,1,7,257,80760
12.679371284669209,2.7156855418023524,1.0819965728810415,0.9459058366179783,2.6569704270183907,21.586584354998667,Si,Si,Medium,Center,2,8,45,80760
12.692146525922656,0.6948503980084493,1.4960390541065933,2.088437559790528,4.756519706636003,27.175229813656173,Si,Si,Medium,Center,2,8,93,80760
9.745379998692405,1.426933511590725,1.1749769144611641,1.6171692948628722,6.02390763879661,7.221170416633436,Si,Si,Medium,Center,2,8,95,80760
13.087153208345063,2.940755602093533,2.909486050591512,1.4172263318953822,11.14559969422452,7.558482123345739,Si,Si,Medium,Center,2,8,148,80760
11.168785712042734,1.743788186906011,2.7200289440865117,1.8682425328738566,7.120405200032439,16.71866557571932,Si,Si,Medium,Center,2,8,256,80760
15.678126147865413,2.806785767611363,1.1486765789126747,0.5491912525989139,11.355723429085543,25.920912421679105,Si,Si,Medium,Center,2,8,274,80760
11.419981734228692,1.258799087206842,1.3184805931216155,0.7428847710190227,9.383949539148267,19.47836319703803,Si,Si,Medium,Center,2,8,277,80760
15.603901054070814,2.372516098623191,1.830598109634301,1.5657471949551165,2.1294161687478974,9.531140536381322,Si,Si,Medium,DSF,1,9,47,80760
11.552161357056352,2.917114311092958,1.929619089344871,1.579809652609675,9.467286310488902,18.735676185277498,Si,Si,Medium,DSF,1,9,120,80760
15.177482494226023,1.7862104230907576,1.3049437625208473,0.7162047821325656,8.172554984476076,26.832379795181563,Si,Si,Medium,DSF,1,9,181,80760
8.600396105397401,1.7592912146311108,1.2183038138585958,0.9812802050193332,2.6323570314685765,16.97366731121533,Si,Si,Medium,DSF,1,9,194,80760
13.026256880779549,1.3134045207531144,0.8967869684353035,2.3105553171027573,8.274558295906935,9.340854342966402,Si,Si,Medium,DSF,1,9,223,80760
