Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
8.47453092178372,0.7502564470533064,1.20237821397631,1.5667660796574665,3.509733842018673,19.742541552496846,Si,Si,1,1,1,91278
9.117853797096695,1.7748327537035322,2.3934231277498315,2.0573395981074722,5.585368729628508,20.865156999530626,Si,Si,1,1,6,91278
12.143982274221365,2.2630413992660188,1.775391041519753,0.5658390824877018,11.955393196396933,19.70015025203202,Si,Si,1,1,26,91278
12.447977875271377,2.516670212623633,2.2641769089378205,1.6875956242661097,1.7426728580734447,28.436160394315777,Si,Si,1,1,39,91278
14.925070136581722,1.0800679824372803,2.6345365697451464,2.3525293247212047,6.716457034105056,24.52234839545158,Si,Si,1,1,46,91278
14.447752639667025,2.9567950847234274,2.508401724991155,1.8144206707961543,8.356715830524632,19.008874861580672,Si,Si,1,1,50,91278
13.138379678453235,1.4484469864690013,1.1905784150449965,2.7603831220008717,9.984446026814474,20.28735807514279,Si,Si,1,1,56,91278
9.632505957235576,1.3495188234492035,2.002169456649239,2.9895751171545384,9.798744525135941,28.981124443026964,Si,Si,2,2,3,91278
15.8164284459389,0.6630543794866235,1.2487383284626166,2.6042111613306824,1.1322662085797046,22.911589397325834,Si,Si,2,2,8,91278
15.073298339606113,2.946046539052835,1.519880155694642,1.2156310639238648,3.089884079895382,29.615753797671076,Si,Si,2,2,10,91278
13.659473655081602,2.657845581902613,1.793911571573102,1.3663602766305778,9.051892371113722,18.841956404994043,Si,Si,2,2,20,91278
10.157450041853455,1.8166415990149831,1.1021488819565903,1.8668049419043706,1.3830499588390808,26.863960823787977,Si,Si,2,2,24,91278
13.492954942171858,1.2673635384681246,2.592922512563965,1.1301772056891837,2.053874344009431,19.185014099096236,Si,Si,2,2,44,91278
9.17409800007869,1.6200234273517597,2.993408829424708,1.7255584427418595,7.160837316611609,27.610355806314217,Si,Si,2,2,47,91278
8.724119912711968,2.403177081823248,1.3885875797874387,0.7825674683068726,2.912870609367322,20.09934931939862,Si,Aerogel,1,3,7,91278
15.40794954080722,2.369497400433322,1.67148206954348,0.7168490693455705,9.382924727318967,18.051476330621988,Si,Aerogel,1,3,16,91278
10.30799968959063,2.4567596848044637,2.8605590364769036,1.618211655917021,5.890665960692437,20.763601705952563,Si,Aerogel,1,3,29,91278
8.1487230824301,1.5121898446878,2.03769958717247,2.688465550191659,10.538449203862475,24.93302308253523,Si,Aerogel,1,3,36,91278
15.594841423192376,1.8736397404317744,1.977025701442618,2.1176222120113537,3.7089677890413446,22.05537932890007,Si,Aerogel,1,3,45,91278
