Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
9.286488568091402,0.6272003078543478,2.4703426386113962,2.583384405064264,3.847722532294683,19.247466121790183,Si,Si,1,1,4,21554
8.659068633198643,2.8080974864818864,1.376436701423439,1.3511638985686178,2.3521254286862705,18.886154413985764,Si,Si,1,1,18,21554
14.859184003451759,0.8261375882796058,2.438490005842024,0.6775160720681928,8.907868697049711,25.367021536713853,Si,Si,1,1,28,21554
12.69092635914651,2.3796521071668626,2.555186885891652,1.1686802394876874,10.470824566970904,20.400236619075635,Si,Si,1,1,33,21554
12.329629728045443,1.3494832437245798,1.8730447062094828,0.6091159846011502,1.1228461526545093,23.643120260005766,Si,Si,1,1,46,21554
15.17898863670791,1.638803697897063,0.5222263538451613,0.8526892677479683,8.163112010866804,14.571483214650845,Si,Si,1,1,52,21554
13.63457418600411,2.1358769185855024,1.116058180988976,2.312098604358593,11.871911407123132,25.686954607518658,Si,Si,1,1,56,21554
10.811657058663826,2.2061651361994583,0.857273735883748,2.699077636168592,11.124065503979063,25.78808393468045,Si,Si,2,2,19,21554
11.734092148755275,1.3127938456459511,2.231199485038916,0.7921004540841893,10.745940647099898,18.4213852221191,Si,Si,2,2,32,21554
15.04889361743259,0.9939759182803453,0.5672054330713852,0.8926508613019459,1.7117766313691218,19.844637142407187,Si,Si,2,2,35,21554
15.747815042884817,2.951999506968677,2.7873266083147374,2.171609246121563,6.5863197166315635,15.125626090175965,Si,Si,2,2,37,21554
11.487097599529802,0.8585940001026562,2.2635411153790215,2.336699118110016,7.8316331073474466,29.655164212822005,Si,Si,2,2,41,21554
8.980977460340252,1.5757391647537171,2.046629517163997,2.735654336934618,5.311061310729944,17.75187449523408,Si,Si,2,2,44,21554
11.955613708013782,2.880036225157208,1.1446421949514751,2.107456832490948,7.1567033517550405,17.269002953887604,Si,Si,2,2,49,21554
8.267242712559657,1.5448025195181243,1.6472635311738417,1.5282963995613694,3.5289245322764744,26.751743467212634,Si,Aerogel,1,3,2,21554
14.816946439129481,1.5152961259984303,2.1514695595502666,2.7888008270287847,5.669411679241331,28.85023006219891,Si,Aerogel,1,3,3,21554
9.126499948121026,2.292966870506362,2.7587709818499992,1.2257557206388798,3.2230149024727894,15.86476379543994,Si,Aerogel,1,3,5,21554
10.247241849284102,1.4473355699802624,1.8247534754031607,2.4212280503254613,8.622450349792626,17.134517550478993,Si,Aerogel,1,3,16,21554
12.480487844026122,2.840580127208806,1.0316315555743922,0.7036243517920358,11.292255130304817,24.285463600621203,Si,Aerogel,1,3,21,21554
14.218863185539368,1.6894775277914735,0.9533771101849579,1.9700366657672894,3.6227382565039252,22.217007551759394,Si,Aerogel,1,3,36,21554
15.693713278427124,1.2984853315873375,2.929573398174751,1.4542830624192213,8.38195086493447,16.849704996751825,Si,Aerogel,1,3,51,21554
11.073862069790248,1.865542615153651,1.4956968626307883,0.5742315547854827,10.414251392600482,18.27723012002727,Si,Aerogel,2,4,6,21554
13.166047604482698,1.184661665981661,2.3595527410006465,2.9686925456202973,4.342662022687107,21.410079476978833,Si,Aerogel,2,4,14,21554
11.32014532785336,1.1591491199581347,1.2762835432963235,2.070239247316516,11.735907247623974,24.30835075738602,Si,Aerogel,2,4,22,21554
