Cell_D,Barrier_Thx,Barrier_Outer_Thx,ThermalResin_Thx,Housing_Btm_Thx,SideBeam_Thx,Barrier_Type,Barrier_Outer_Type,Heater_Type,Heater_Loc,Cell/Barrier,discrete_combination_id,lhs_sample_id,seed
11.607874969871135,2.0019118937355187,1.9649208908259466,0.8019407876566029,1.4974416279568565,8.556531955242159,Si,Si,Small,Center,1,1,19,83518
12.723041069177414,1.1388981168550223,1.0096606581905512,1.3412544899330814,9.122685018473494,17.04133650632813,Si,Si,Small,Center,1,1,105,83518
14.29977520901452,2.05940182327275,2.3640262696311356,1.639903620497182,2.1867851897874813,24.973324239312788,Si,Si,Small,Center,1,1,131,83518
9.127676548837037,1.5104960274918886,2.5936567898868854,1.902194787442386,7.997966784182304,28.026213306724394,Si,Si,Small,Center,1,1,136,83518
9.711461057135256,2.537845996793757,1.2933262424267555,2.2620752340962316,11.789927461269532,12.038858052200311,Si,Si,Small,Center,1,1,158,83518
8.92590282575131,1.1972818696317953,1.5135123945837519,2.108302810076515,1.1654414580467531,20.675366550825427,Si,Si,Small,Center,1,1,168,83518
13.515474661224472,1.1829513629746466,0.6486451615786659,2.9439716342149422,9.191913900211517,5.085397704202378,Si,Si,Small,Center,1,1,254,83518
15.892575669707435,1.5904528433529335,1.8176719717506555,1.670525872955342,4.4963138213866785,9.876304663597432,Si,Si,Small,Center,2,2,32,83518
9.507898760066507,2.009011520446232,2.0573140477675778,0.790145489357007,1.1180887434541567,10.67829028891781,Si,Si,Small,Center,2,2,140,83518
8.660288503033764,2.585977959217506,2.080193809960811,0.568962051366238,11.318020244032665,13.699331555476917,Si,Si,Small,Center,2,2,163,83518
13.401405245519456,2.656559244229768,2.52646405753175,2.034198081243105,11.720651081061213,28.20972679309767,Si,Si,Small,Center,2,2,175,83518
10.619208441047192,1.4948139550271324,1.9181748329965411,1.804946882715804,9.579111536614494,11.074873380411715,Si,Si,Small,Center,2,2,178,83518
11.093069386065437,1.9774290390458495,0.5305902659474855,0.7284922033017004,3.712994012747923,29.58192928667873,Si,Si,Small,Center,2,2,314,83518
9.397420433552162,2.864348898660614,2.560199566567672,2.7878679034647047,6.47181182638627,10.362503176463914,Si,Si,Small,Center,2,2,326,83518
10.776459506703969,2.9304774810123195,1.3518157978233616,1.584442083430758,8.0386637005152,25.12274707899219,Si,Si,Small,DSF,1,3,69,83518
8.803369995324699,0.9621995110250932,1.3232634152135931,2.0605833870980197,11.898666587642634,22.287534087282356,Si,Si,Small,DSF,1,3,85,83518
14.785972146540054,2.1118953051103797,2.9720848781775047,2.408556062412983,5.097460909978958,26.55287290127123,Si,Si,Small,DSF,1,3,95,83518
13.197162680233088,0.8408892875516367,0.8484699982394996,1.328045429343949,3.453775919261348,29.41293061881543,Si,Si,Small,DSF,1,3,127,83518
8.302524203913693,1.0700435718366346,2.3740814983478837,0.7377666730695916,3.255862028930056,29.508917619141528,Si,Si,Small,DSF,1,3,242,83518
10.576221734392671,1.4161579083364053,2.1269897205489765,0.5921580639744373,7.894885542683997,6.883629002247131,Si,Si,Small,DSF,1,3,273,83518
